AA,CS,JS,Label
0,0.010583494,0.021551743,1
0.648599564,0.003070424,0.017047152,1
7.29921325,0.016739223,0.032009473,1
0.578008206,0.000800331,0.008010311,1
0,0.025264725,0.046867191,1
0,0.00705903,0.013944312,1
0,0.204362269,0.164341707,1
0,0.015930786,0.012212766,1
0,0.016876064,0.027216288,1
3.687395943,0.001636299,0.028654371,1
0,0.229194116,0.199801534,1
0,0.005552211,0.010240284,1
3.408296458,0.002669309,0.030247902,1
10.75125121,0.003049504,0.033238657,1
0,0.02286567,0.071864562,1
0,0.470080664,0.361834053,1
16.53209942,0.006313925,0.048493841,1
1.559386793,0.001400933,0.017928129,1
0,0.124963564,0.069115135,1
1.482259228,0.008804084,0.025950597,1
0,0.05414216,0.081960358,1
0,0.129192134,0.147778876,1
0,0.154492668,0.104245138,1
5.309965485,0.013102041,0.044266697,1
0,0.023743017,0.040071711,1
0,0.027864588,0.035697832,1
0,0.020075267,0.038877111,1
0,0.06303948,0.082003751,1
1.107309365,0.001802632,0.011464948,1
0,0.413962695,0.303967226,1
0,0.037118901,0.057127535,1
0,0.021163011,0.031530723,1
0,0.005230938,0.030891767,1
0,0.02628275,0.044513684,1
0,0.031625208,0.0419197,1
0,0.005476419,0.046414723,1
0,0.188083712,0.108596772,1
0,0.028192022,0.055243607,1
0,0.041186526,0.050959817,1
0,0.174162382,0.135477292,1
0,0.189054082,0.14150319,1
5.05464073,0.005787905,0.032890783,1
0,0.138273184,0.147722464,1
0,0.004061151,0.031583779,1
0,0.00760349,0.018539964,1
0,0.005516119,0.035967131,1
0.650940318,0.005506353,0.047906973,1
0,0.084729765,0.061190922,1
0,0.001475622,0.013337021,1
0,0.006904643,0.016852852,1
0,0.052366552,0.053959533,1
59.425407,0.00995466,0.080614218,1
0,0.007626201,0.048358236,1
16.19429451,0.002200135,0.040482966,1
1.939786614,0.027307931,0.035890096,1
0,0.103339817,0.10146596,1
0,0.295506249,0.161345132,1
0,0.360136941,0.205104075,1
0,0.015097661,0.016712866,1
0,0.039559983,0.138443006,1
0,0.041437065,0.070319104,1
11.43937963,0.002964253,0.011411865,1
0,0.030648449,0.045566284,1
0,0.022654937,0.068439584,1
0,0.007268224,0.047428045,1
0,0.020984797,0.037385206,1
0,0.01587179,0.02792091,1
0,0.057186301,0.063927818,1
0,0.032420333,0.045883373,1
41.97427084,0.005914144,0.027025646,1
0,0.018167707,0.021082065,1
0,0.002748966,0.022869264,1
0.811400701,0.006847413,0.024328531,1
0,0.01593558,0.027326772,1
0,0.042081022,0.051296237,1
0.861662217,0.001955259,0.006435087,1
0,0.001581139,0.01,1
0,0.005859017,0.016373722,1
0,0.115765865,0.103680471,1
0,0.868414371,0.799926587,1
0,0.030289379,0.032867434,1
0,0.006499566,0.026996866,1
3.64000514,0.003891507,0.04728873,1
0,0.002183,0.015611604,1
6.394290774,0.001109401,0.031934257,1
3.474421733,0.008652832,0.034867926,1
0,0.145791335,0.111002709,1
0,0.005845305,0.02288482,1
0,0.161827846,0.157361672,1
0,0.135482697,0.19611039,1
29.48013878,0.046580328,0.141173153,1
0,0.022525275,0.116163028,1
0,0.017803201,0.098700747,1
0,0.002626276,0.014672923,1
2.746448111,0.00260481,0.018368678,1
0,0.021901216,0.033052897,1
0,0.005034196,0.016546577,1
0,0.009288286,0.03027018,1
0,0.016886118,0.031507698,1
0,0.035762149,0.03870381,1
2.207148693,0.00598456,0.017430082,1
0,0.040623026,0.043765938,1
0,0.004115798,0.017898283,1
2.405160737,0.001825525,0.022588355,1
0,0.109609683,0.112692786,1
7.830477812,0.005539314,0.034911256,1
0,0.027249431,0.034794842,1
11.13559686,0.017545732,0.042351587,1
0,0.133856666,0.143203057,1
0,0.274835048,0.165055644,1
0.424443559,0.017138786,0.027341935,1
0,0.049118408,0.06360536,1
4.917897015,0.004743661,0.042137642,1
0,0.014812367,0.034946031,1
0,0.197441857,0.199925489,1
0,0.001824287,0.011372897,1
23.46891886,0.013134104,0.087406771,1
0,0.015358572,0.065436226,1
0,0.052609619,0.071808398,1
3.169371003,0.002871541,0.024477202,1
0,0.093891229,0.075672061,1
5.844733734,0.003610829,0.017241764,1
0,0.015127992,0.067246099,1
0,0.013545484,0.022568713,1
0,0.086089287,0.098109726,1
0,0.372317473,0.179734478,1
1.199861129,0.012959435,0.068451532,1
0.819996283,0.001282424,0.019188117,1
0,0.016743197,0.057814681,1
0,0.03359746,0.047780748,1
1.25293632,0.000933184,0.018575205,1
4.776988751,0.04129681,0.047407115,1
0,0.123879964,0.080827356,1
0,0.00890404,0.022428457,1
2.473076006,0.005881578,0.035172968,1
0,0.012323744,0.023891508,1
0,0.017882785,0.049910914,1
0,0.012641057,0.030873119,1
0,0.013066753,0.034593854,1
10.26496816,0.019883708,0.029671102,1
0,0.012033643,0.033095354,1
0,0.211456262,0.079932804,1
0,0.004222131,0.042271094,1
0,0.035045533,0.050554666,1
0,0.028950348,0.063667499,1
0,0.285528075,0.180207712,1
0,0.665165535,0.529376287,1
10.35760039,0.011833074,0.052423341,1
0,0.07356099,0.103383381,1
0.721286484,0.00287914,0.029636548,1
0,0.197804451,0.180310652,1
27.54834004,0.00084077,0.01092512,1
0,0.030285057,0.051864022,1
0,0.153490078,0.123878484,1
0,0.007497251,0.056788618,1
0,0.004663714,0.026439793,1
0,0.005182123,0.017368299,1
0,0.09463179,0.119505668,1
0,0.035617865,0.046720135,1
0,0.178041275,0.13226855,1
0.297566494,0.004408159,0.030930905,1
0,0.027361885,0.036833443,1
0,0.012066178,0.02356244,1
8.364200525,0.005675997,0.045492934,1
0,0.053394895,0.104330245,1
0,0.009754608,0.029017139,1
0,0.034580086,0.078058164,1
0,0.011272694,0.036404725,1
3.750340173,0.005805672,0.022216094,1
0,0.223389908,0.178561221,1
14.2442063,0.009223745,0.026478194,1
0,0.019568776,0.034545986,1
0,0.003793158,0.014898566,1
10.90678323,0.014349062,0.055908065,1
0,0.004999895,0.026982549,1
0,0.07962845,0.091995013,1
0,0.106097399,0.119830526,1
0,0.012216366,0.030453328,1
0,0.013117068,0.019583472,1
0,0.012148574,0.047187606,1
0,0.205501816,0.165428143,1
0,0.011378288,0.044146722,1
0,0.062000286,0.061583662,1
0,0.012645231,0.052418389,1
0,0.196454216,0.140322658,1
0,0.116588261,0.10730872,1
0,0.011518851,0.081339902,1
0,0.026566861,0.023977898,1
0,0.072387761,0.075009459,1
6.553487373,0.004701062,0.060054238,1
0,0.103565247,0.097356744,1
0,0.024621576,0.047479977,1
0,0.006863124,0.03091126,1
0,0.00192325,0.015532957,1
0,0.021552167,0.037672584,1
0,0.048580006,0.067585359,1
0,0.109617002,0.095713015,1
0,0.60719593,0.491289145,1
4.721206451,0.006026727,0.055684063,1
0,0.019418555,0.02705059,1
0,0.008730731,0.026125354,1
0,0.005082561,0.016476804,1
3.188652382,0.015689433,0.054911963,1
3.817478651,0.011602646,0.044819916,1
0,0.028269937,0.038097059,1
1.858078366,0.020997091,0.035316918,1
0,0.011227938,0.019103112,1
0,0.504229972,0.384402112,1
0,0.104193536,0.118079193,1
0,0.0125677,0.050383676,1
0,0.252340171,0.218502584,1
0,0.156420882,0.098816286,1
0,0.007987213,0.013080195,1
0,0.029730827,0.032308428,1
0,0.03603141,0.075900436,1
0,0.081946439,0.075053763,1
0,0.022317303,0.035612654,1
19.84341168,0.001638889,0.029148561,1
2.595252213,0.004365284,0.034850767,1
0,0.027870059,0.04900539,1
0,0.016681155,0.030981316,1
55.60350432,0.002216914,0.025416097,1
5.805328608,0.001748102,0.03494922,1
0,0.012681068,0.024269804,1
0,0.013856762,0.01031968,1
0,0.052723085,0.090710035,1
0,0.033979341,0.080871041,1
5.228087079,0.012730555,0.04731197,1
0,0.024713107,0.067719263,1
1.762515072,0.003144696,0.022528054,1
0,0.01265992,0.03389369,1
0,0.00478587,0.019106043,1
0,0.064474303,0.051049675,1
1.125486846,0.001296759,0.014513687,1
0,0.010316131,0.042521577,1
8.924282187,0.010440631,0.028412183,1
0,0.016412697,0.07168684,1
0,0.080452086,0.063470078,1
0,0.157907887,0.124670605,1
13.96604299,0.004998902,0.01679754,1
0,0.165998683,0.172812971,1
10.55031156,0.006060216,0.05587729,1
0,0.005964848,0.018387014,1
0,0.06283375,0.07101241,1
0,0.348537498,0.202611474,1
0,0.007850931,0.0256145,1
0,0.128448584,0.136016196,1
0,0.023732119,0.038554568,1
0,0.079517519,0.06391069,1
0,0.003625821,0.040593963,1
9.789566325,0.021120618,0.089944122,1
4.390059934,0.003501071,0.027726257,1
0,0.05755003,0.059248313,1
0,0.079414702,0.085106928,1
0,0.015028429,0.026309623,1
0,0.028685821,0.060399166,1
0,0.013808322,0.028706211,1
0,0.01002291,0.044343349,1
0,0.023071527,0.047654181,1
0,0.030164615,0.046390777,1
0,0.01495594,0.025345459,1
4.211979307,0.003842046,0.026950057,1
157.6578416,0.002569429,0.020038245,1
0,0.018250075,0.048138475,1
0,0.015582151,0.056348714,1
0,0.066836236,0.045903929,1
0,0.026651398,0.060119029,1
0,0.023077787,0.041022679,1
0,0.011251862,0.033639174,1
0,0.017170749,0.065419764,1
0,0.018804249,0.039283865,1
0,0.005447804,0.01887552,1
0,0.012450186,0.027720761,1
0,0.013150763,0.038559226,1
0,0.016384969,0.05277832,1
3.694784189,0.008075182,0.036725473,1
0,0.008050114,0.0275371,1
0,0.007123583,0.033232168,1
0,0.00966694,0.016023577,1
0,0.01127165,0.066423454,1
0,0.00224898,0.013855925,1
0.581972861,0.001780983,0.038993148,1
0,0.020697557,0.041590694,1
0,0.068611386,0.075649286,1
0,0.115320286,0.104997361,1
0,0.020777399,0.052244138,1
0,0.004032646,0.028894654,1
0,0.024558975,0.046639219,1
0,0.142046544,0.152808435,1
0,0.006940374,0.02325954,1
17.05279809,0.008206902,0.050276725,1
0,0.030184255,0.046441897,1
0,0.019168218,0.109846721,1
0,0.332580408,0.259068073,1
0,0.015761366,0.032215759,1
0,0.00116959,0.010340174,1
0,0.029681189,0.054515705,1
0,0.072048844,0.059428464,1
5.091723141,0.003474311,0.049616971,1
0,0.025729715,0.074186644,1
0,0.01588909,0.023904918,1
0,0.016680262,0.025911859,1
0.292756525,0.002793662,0.036691042,1
0,0.152085222,0.084413656,1
0,0.004501859,0.01418174,1
1.427101542,0.001834469,0.014925606,1
0,0.029893411,0.045320043,1
4.161766573,0.017116562,0.032555386,1
0,0.156732109,0.110399506,1
0,0.009635062,0.028175564,1
0,0.018651855,0.037433393,1
0,0.031387695,0.048177301,1
0,0.010561088,0.02481003,1
2.341392583,0.00700165,0.020257469,1
0,0.012740515,0.020269771,1
0,0.105140969,0.115645075,1
0,0.012686969,0.049668312,1
0,0.11932124,0.120354807,1
0,0.029013861,0.130090165,1
0,0.202719259,0.161327959,1
0,0.060562202,0.069720452,1
0,0.00934766,0.030634019,1
23.34165273,0.002472793,0.027880522,1
0,0.028312048,0.043039887,1
1.199085671,0.001404527,0.018801201,1
0,0.007556423,0.066041082,1
0,0.020977838,0.05480734,1
0,0.026728811,0.042232651,1
0,0.002038345,0.030163929,1
1.763246969,0.00141032,0.018638031,1
0,0.002726862,0.012319385,1
8.686918705,0.011842611,0.02334447,1
0,0.00669149,0.02484432,1
20.70637696,0.012886385,0.043283134,1
0,0.003587337,0.06003791,1
0,0.000960485,0.011278517,1
0,0.026000663,0.020884727,1
0,0.005120923,0.012187191,1
0,0.024894191,0.079556606,1
0,0.024380041,0.0386095,1
0,0.005326415,0.016872297,1
0,0.111507931,0.113327329,1
0,0.022536179,0.045783779,1
0,0.003613668,0.022959269,1
0,0.10278208,0.117288032,1
0,0.083772811,0.080449607,1
0,0.043915856,0.083949737,1
0,0.002866348,0.017871516,1
0,0.065436468,0.048421106,1
0,0.020460067,0.0530595,1
0,0.000375823,0.01,1
0,0.06310711,0.061358157,1
0,0.023079911,0.030423346,1
0,0.010206351,0.041088893,1
0,0.031424817,0.050451767,1
0,0.131825984,0.141993432,1
0,0.015981748,0.02899996,1
0,0.340413186,0.202019867,1
0,0.0120928,0.026253043,1
0,0.020136349,0.022643829,1
0,0.060408775,0.059085114,1
0,0.025129069,0.052277266,1
13.60807025,0.012208177,0.075275639,1
0,0.007702702,0.037458379,1
0,0.040128771,0.106982665,1
14.43188783,0.006392324,0.022885164,1
0,0.294496515,0.250651999,1
0,0.004102617,0.016604174,1
0,0.01727133,0.042832288,1
0,0.017375899,0.037455458,1
18.26492818,0.041616978,0.14362976,1
2.861895326,0.006629669,0.025434285,1
0,0.017998616,0.032042568,1
16.40954688,0.014455259,0.076812074,1
18.59422876,0.009677781,0.055248819,1
0,0.007888949,0.026760329,1
0,0.011884051,0.090261416,1
0,0.074242421,0.053224038,1
0,0.000696588,0.013980037,1
0,0.038429211,0.109950389,1
0,0.037998985,0.056429757,1
0,0.011525048,0.053738454,1
0,0.018348163,0.031782732,1
12.07955906,0.048745456,0.136060965,1
1.499182425,0.002039169,0.016888863,1
24.36505004,0.002363774,0.021010716,1
0,0.002086,0.014130305,1
0,0.064447029,0.067930783,1
0,0.027448933,0.065766721,1
7.51211995,0.015669444,0.050518779,1
0,0.013572829,0.02838926,1
33.86304352,0.005648992,0.061720706,1
0,0.086702132,0.152669224,1
0,0.02570839,0.044977329,1
0,0.001748814,0.012359077,1
0,0.00362077,0.026970097,1
0,0.360707648,0.292585232,1
0,0.049345987,0.079702455,1
6.187672055,0.009097469,0.060254557,1
0,0.002758,0.017942455,1
0,0.007706715,0.023029394,1
2.19191684,0.006879924,0.051164928,1
4.699804051,0.002019555,0.007673126,1
2.115659694,0.002760121,0.024792979,1
0,0.177457057,0.178250182,1
3.299158089,0.075559537,0.09197886,1
0,0.005048789,0.022517588,1
0,0.010046539,0.071520745,1
0,0.010630602,0.031224802,1
0,0.012226424,0.040818534,1
0.412114304,0.005655918,0.028391475,1
0,0.018433139,0.048981533,1
0,0.013914622,0.033044315,1
0,0.04510281,0.052805057,1
0.410750338,0.001362688,0.014972754,1
0,0.022555603,0.054619534,1
0,0.009134699,0.068782825,1
0,0.016081963,0.013342848,1
0,0.019374901,0.066600457,1
0,0.020178224,0.048185872,1
0,0.011867997,0.023141055,1
2.147253471,0.003688607,0.018923558,1
0,0.032027331,0.062710699,1
0.658538571,0.005946442,0.022900225,1
0,0.006362597,0.023706845,1
0,0.012021627,0.04168723,1
147.9266696,0.001076952,0.01598306,1
5.22854856,0.01348665,0.043439666,1
0,0.109661836,0.123814794,1
0,0.043786205,0.047037894,1
0,0.474921089,0.334170154,1
0,0.015768269,0.041055523,1
3.383939511,0.004494256,0.017685589,1
0,0.00876775,0.026613651,1
5.597439208,0.007739858,0.029845575,1
0,0.190234578,0.163998364,1
0,0.440954612,0.324532135,1
0,0.007693068,0.014865184,1
0,0.278693142,0.170680659,1
0,0.125202997,0.069786568,1
0,0.004500115,0.02553291,1
0,0.003144601,0.014451892,1
0,0.047596,0.062592142,1
30.3194414,0.002554491,0.056326052,1
0,0.074662645,0.091123453,1
0,0.059706691,0.067673662,1
0,0.243644653,0.13785141,1
0,0.020064879,0.03569768,1
0,0.005722336,0.043548259,1
0,0.055236807,0.085421331,1
0,0.010475639,0.05626745,1
0,0.035009416,0.076655668,1
16.66496269,0.002895222,0.012327491,1
0,0.126891979,0.11366998,1
0,0.01849912,0.030957839,1
0,0.207052484,0.083906046,1
0,0.16535784,0.107759939,1
0,0.009571758,0.055309616,1
5.017319868,0.032118419,0.049539719,1
0,0.015545821,0.037095825,1
0,0.006307958,0.101546924,1
0,0.226518436,0.184415582,1
0.942521476,0.001524454,0.034425573,1
18.34488655,0.016494497,0.085159822,1
0,0.000353483,0.001354323,1
0,0.031275304,0.085154263,1
0,0.180068471,0.135864605,1
0,0.004328561,0.019437703,1
0,0.188676494,0.098536853,1
0,0.002660493,0.026266889,1
0,0.004021881,0.023653048,1
0,0.065637843,0.076411862,1
0,0.007471796,0.034411673,1
0,0.021011951,0.112239233,1
16.92830571,0.028726763,0.145633916,1
0,0.006873841,0.03223128,1
0,0.006645805,0.012420635,1
0,0.103365171,0.114459766,1
0,0.161930266,0.118577834,1
2.795706274,0.005613507,0.081486308,1
0,0.076646718,0.087834087,1
0,0.005845676,0.019228641,1
0,0.373123793,0.215410522,1
0,0.02,0.02,1
0,0.424202457,0.279490415,1
0,0.024364847,0.036930184,1
0,0.011496785,0.026964845,1
5.362415691,0.011411471,0.045096321,1
10.08189177,0.004559543,0.033897257,1
0,0.006519656,0.018517881,1
2.372519895,0.004376991,0.038644655,1
9.939874274,0.014236423,0.027895661,1
0,0.042016685,0.067886235,1
3.044959026,0.00325725,0.028936455,1
25.50069645,0.006262806,0.027548321,1
2.131631866,0.004038731,0.022468817,1
0,0.20623775,0.226213815,1
0,0.008317978,0.02339808,1
0,0.189501361,0.163389123,1
0,0.029962986,0.049152605,1
0,0.021654717,0.036518492,1
0,0.039502938,0.05659258,1
0,0.092533807,0.077661722,1
7.004096696,0.000932404,0.00830286,1
0,0.355039774,0.332016272,1
0,0.326417499,0.181191164,1
0,0.00192315,0.030450376,1
0,0.024491575,0.031955459,1
0,0.00753276,0.022007694,1
0,0.026246616,0.059712437,1
0,0.010807172,0.0222058,1
0,0.047584788,0.066328916,1
0,0.07070084,0.115447701,1
5.453365281,0.014513308,0.02447581,1
2.662518989,0.006244754,0.054297083,1
0,0.032849458,0.047286834,1
9.376303463,0.003367631,0.023945295,1
0,0.030324637,0.029150858,1
0,0.06560193,0.066934506,1
0,0.061445102,0.092417033,1
0,0.084016217,0.090397024,1
0,0.348565268,0.197041795,1
0,0.028807341,0.078427,1
3.671907756,0.012102801,0.105921335,1
1.08060861,0.014913302,0.018715101,1
0,0.034901135,0.051108617,1
0,0.059987913,0.054594577,1
0,0.006472284,0.014079636,1
0,0.030910836,0.052484132,1
5.402980478,0.021241881,0.047844758,1
0,0.004350231,0.023237397,1
7.807343538,0.004437948,0.059169812,1
0,0.078895406,0.092473858,1
0,0.022208845,0.020250141,1
0,0.167679992,0.153695648,1
0,0.057389022,0.082912912,1
0,0.03177451,0.056129182,1
13.49461778,0.027722793,0.120425323,1
0,0.047555403,0.126895584,1
0,0.080710561,0.120594755,1
0,0.035043097,0.144195782,1
0,0.094254633,0.08623096,1
0,0.115547862,0.099639305,1
0,0.041990279,0.049509535,1
29.78199074,0.025224004,0.043591324,1
0,0.089219623,0.090408577,1
0,0.796905157,0.747515964,1
0,0.123238047,0.091070027,1
84.17971184,0.042189887,0.19025139,1
0,0.039862006,0.056595706,1
19.53557908,0.022570809,0.091769847,1
0,0.01095591,0.048155092,1
0.324609298,0.003395856,0.012078855,1
0,0.137368119,0.163218683,1
0,0.027279467,0.056054758,1
0,0.026346567,0.05156645,1
0,0.084824196,0.120882796,1
0,0.174162382,0.135477292,1
0,0.039288689,0.057904956,1
5.583149112,0.003578361,0.036266857,1
13.59518042,0.020486832,0.091466502,1
0,0.018026109,0.050108541,1
0,0.037609381,0.060047917,1
0,0.019082671,0.030724554,1
0,0.104424474,0.083730535,1
0,0.024283014,0.044678118,1
8.626359848,0.00391585,0.049224173,1
0,0.173191336,0.16466872,1
0,0.179254701,0.143095127,1
0,0.002319925,0.0038506,1
0,0.004472136,0.01,1
0,0.0316041,0.049112321,1
0,0.094938558,0.0990819,1
0,0.041484293,0.077221173,1
0,0.01636858,0.034444444,1
5.163635817,0.014598889,0.038554901,1
0,0.004038222,0.024093743,1
0,0.000639063,0.014978739,1
0,0.287660464,0.142440798,1
0,0.190503167,0.14746205,1
0,0.033234587,0.063029508,1
11.47145717,0.006790058,0.031044952,1
0,0.033238329,0.047997899,1
0,0.055946445,0.066936564,1
0,0.01235259,0.034377468,1
0,0.31555458,0.18988828,1
0,0.005209479,0.013616396,1
0,0.062213404,0.069580244,1
6.607634155,0.051804774,0.102572289,1
0,0.066897762,0.080996654,1
0,0.046633145,0.047038617,1
0,0.023092411,0.078957787,1
0,0.004630515,0.0110351,1
0,0.408165661,0.253399838,1
0,0.054267369,0.067584188,1
0,0.055674601,0.0800623,1
0,0.031616481,0.052011364,1
0,0.318940942,0.175404212,1
0,0.013430023,0.026283057,1
0.312310363,0.005643324,0.034028809,1
0,0.035421468,0.076884134,1
0,0.06484371,0.063481694,1
0,0.081970569,0.036397095,1
0,0.022517583,0.034383419,1
0,0.01519104,0.039454655,1
0,0.094590557,0.10628647,1
0,0.011908668,0.034795132,1
0,0.039845857,0.04930324,1
0,0.044829556,0.046408241,1
71.13389355,0.001963066,0.014954342,1
0,0.020313632,0.018886705,1
0,0.018001144,0.012489316,1
0,0.007499998,0.010666932,1
0.950949604,0.000453055,0.019988401,1
0,0.008958776,0.010946544,1
0,0.038663434,0.104697864,1
9.018783683,0.001501689,0.022042794,1
5.863214069,0.006699099,0.035636113,1
0,0.040067059,0.060367688,1
0,0.075057246,0.081434158,1
0,0.019137691,0.036147415,1
0,0.009388231,0.059234193,1
0,0.028449582,0.037347811,1
0,0.028967209,0.050324195,1
20.40793189,0.010593947,0.039586448,1
0,0.014694914,0.084920423,1
6.405420736,0.007352719,0.064977219,1
0,0.000705865,0.010110159,1
0,0.421978671,0.362757685,1
0,0.018943715,0.034562283,1
0,0.032568377,0.042539676,1
0,0.105330021,0.095964668,1
0,0.062901303,0.061581894,1
0,0.680268519,0.55686738,1
20.40327506,0.011122203,0.067420142,1
0,0.007317298,0.032721446,1
0,0.00835909,0.035125914,1
0,0.110454655,0.093172717,1
0,0.033257254,0.063966694,1
0,0.011026012,0.018207607,1
0,0.03098031,0.043594628,1
0,0.084236218,0.097918221,1
0,0.099129635,0.09237461,1
0,0.012356717,0.035756783,1
3.170888624,0.019861911,0.035996709,1
0,0.089610244,0.098066461,1
0,0.001960402,0.01736258,1
0,0.176894558,0.111970918,1
0,0.017178344,0.079314539,1
0,0.086456465,0.090097894,1
0,0.159638226,0.145999619,1
0.897711718,0.007346339,0.025003035,1
0,0.013027919,0.026109035,1
0,0.014710133,0.02584151,1
0,0.002378933,0.010804978,1
0,0.151502408,0.144143823,1
17.7818788,0.016855293,0.093508708,1
0,0.024624903,0.046017052,1
0,0.008812622,0.025577715,1
13.11648381,0.001506044,0.014404081,1
0,0.021331886,0.068492065,1
0,0.190616995,0.151541474,1
0.346306278,0.000433153,0.013500619,1
0.84500067,0.001230615,0.017755919,1
0,0.013286957,0.03427744,1
0,0.006650891,0.026412695,1
0,0.023400363,0.054677659,1
0,0.009850847,0.022343555,1
0,0.082192913,0.090371788,1
0,0.043630884,0.053058491,1
0,0.118052195,0.092239576,1
0,0.019321167,0.083803377,1
0,0.006350088,0.058338351,1
0.553654682,0.000571759,0.010835031,1
0,0.012568983,0.021704907,1
0,0.01333207,0.048482713,1
0,0.073605738,0.067184529,1
7.580959804,0.008978214,0.036189779,1
2.550923707,0.003303001,0.037716842,1
0,0.031197997,0.045335583,1
0,0.002410631,0.021483789,1
0,0.004868469,0.019895207,1
0,0.028303499,0.051945605,1
0,0.008034308,0.024834979,1
0,0.042285143,0.048863162,1
2.856955511,0.003038399,0.025896022,1
0,0.013998136,0.043672394,1
0,0.135166317,0.036924993,1
0,0.01394098,0.085269129,1
0,0.010181762,0.024899466,1
0,0.084258808,0.052198904,1
0,0.005149854,0.032262672,1
4.142668915,0.00225118,0.022495716,1
0,0.004021045,0.01621875,1
0,0.009906672,0.029931735,1
0,0.219728438,0.181297947,1
0,0.118541594,0.127682008,1
4.761047099,0.002149351,0.014389519,1
11.92846316,0.006935338,0.074491878,1
19.38090901,0.047237632,0.124329135,1
0,0.103768546,0.118417687,1
0,0.012356575,0.050702772,1
0,0.007782852,0.028367516,1
0,0.001558028,0.017415782,1
0,0.192569368,0.062335596,1
0,0.010368681,0.040169009,1
0,0.123586496,0.132977311,1
0,0.024733968,0.071775425,1
0,0.223306041,0.112596756,1
0,0.011471616,0.023571397,1
0,0.021563999,0.03156605,1
0,0.057110177,0.055979978,1
0,0.254954868,0.140748417,1
0,0.009031608,0.031275733,1
130.2821299,0.001586293,0.022524721,1
0,0.124504529,0.094853089,1
0,0.007011916,0.034211324,1
0,0.013068507,0.028873732,1
0,0.01111011,0.020984883,1
0,0.039026505,0.049536143,1
0,0.03787919,0.048565845,1
0,0.115032433,0.156519296,1
0.693351315,0.001509621,0.018037918,1
0,0.062124019,0.072143468,1
0,0.015412222,0.043487152,1
0,0.009415971,0.024414783,1
0,0.052462621,0.061462064,1
1.921548007,0.002118927,0.025893753,1
0,0.109931437,0.142793034,1
0.895002619,0.00594643,0.031446817,1
0,0.028170155,0.083026532,1
0,0.014933529,0.027236069,1
0,0.009549541,0.017575758,1
0,0.034650433,0.087552635,1
0,0.016299658,0.03926507,1
0,0.021291379,0.035917572,1
2.489262654,0.01631483,0.033954543,1
0,0.008128323,0.046395701,1
0,0.013985586,0.05013905,1
7.796805961,0.012071439,0.092834473,1
0,0.013868932,0.051765411,1
0,0.106084252,0.103572984,1
0,0.02278543,0.020431034,1
0,0.009110119,0.035429196,1
0,0.022904716,0.050304753,1
0,0.006877672,0.029240857,1
0,0.001504727,0.005605433,1
0,0.000710814,0.017269162,1
0,0.014164937,0.041205207,1
8.853861163,0.019309176,0.130195742,1
0,0.004082483,0.01,1
0,0.203736028,0.080677075,1
0,0.002011226,0.024803834,1
0,0.02532615,0.044920109,1
13.91240259,0.021947518,0.088373299,1
0,0.037004441,0.06293306,1
0,0.094105265,0.074372694,1
0,0.213722869,0.152476779,1
7.442867476,0.016511056,0.06318489,1
0,0.053170237,0.062590919,1
0,0.079459586,0.073512287,1
0,0.01,0.01,1
0,0.051508005,0.051478471,1
0,0.102387819,0.074047097,1
0,0.088291331,0.085798982,1
3.479667659,0.010466233,0.018175769,1
15.67279176,0.010155863,0.054291956,1
0,0.095415664,0.136997779,1
0,0.011940703,0.015990189,1
0,0.008227501,0.025216994,1
0,0.050307032,0.061452478,1
7.342665356,0.003731539,0.04480864,1
0,0.004485404,0.055052452,1
0,0.011188775,0.041660058,1
0,0.152311271,0.164959112,1
2.81886946,0.002117694,0.023542334,1
0,0.04263994,0.058754499,1
0,0.354065454,0.19634578,1
0,0.065337098,0.10910795,1
0,0.081237209,0.091155527,1
0,0.006430637,0.024847775,1
0,0.002393717,0.01784543,1
0,0.117550171,0.132225013,1
1.984682405,0.001417074,0.015315589,1
0,0.030024991,0.049500143,1
0,0.010999935,0.034177779,1
0,0.000729325,0.01,1
0,0.088582203,0.073595292,1
0,0.02806468,0.063345303,1
0,0.01848848,0.016824936,1
0,0.002493013,0.012907745,1
4.721766839,0.009380883,0.036456019,1
7.29866976,0.001438106,0.010880565,1
0,0.118623857,0.131808688,1
0,0.024920123,0.03856564,1
0,0.031551872,0.132389362,1
0,0.024186422,0.034385862,1
0,0.010009231,0.04464308,1
0,0.018162325,0.04056511,1
8.896428186,0.011407064,0.026018452,1
0,0.184303469,0.247764097,1
0,0.023179814,0.096800806,1
0,0.047904289,0.033083544,1
0,0.171578864,0.130894317,1
0,0.012790531,0.046971196,1
0,0.006089827,0.014577889,1
0,0.101765905,0.081435924,1
1.178701204,0.0017079,0.040691312,1
0,0.026269259,0.047860122,1
0,0.00665537,0.033138501,1
12.5935871,0.002507245,0.013029508,1
0,0.01265392,0.056551688,1
0,0.009851839,0.052824404,1
0,0.522329387,0.404553557,1
7.126580282,0.005723541,0.050881478,1
0,0.040763061,0.04706631,1
0,0.030554544,0.044222889,1
0,0.000332493,0.010242475,1
0,0.043956215,0.075973286,1
0,0.127642835,0.080215855,1
0,0.021750623,0.041271935,1
0,0.006776325,0.035345724,1
3.612902975,0.003084157,0.034285305,1
0,0.054720476,0.065218,1
0,0.002294601,0.021936137,1
0,0.022313941,0.034594891,1
0,0.012132007,0.010454545,1
0,0.002027301,0.010209987,1
0,0.412860461,0.231273456,1
0.693351315,0.001509621,0.018037918,1
