AA,CS,JS,RA,Label
4.607879457,0.006480932,0.041710845,0.068401537,1
3.150996494,0.007735199,0.029616455,0.001105478,1
0.306628676,0.020258503,0.032078237,0.000601083,1
18.24087259,0.003779032,0.0470477,0.60298109,1
0,0.075320556,0.085896213,0,1
0,0.111369216,0.101042023,0,1
0,0.201148708,0.091297824,0,1
0.304083995,0.037443846,0.054974289,0.000401576,1
0.097531932,0.07958537,0.083420556,3.52E-05,1
0.46805451,0.003564814,0.011992409,0.00279849,1
0,0.050165109,0.062598423,0,1
0,0.149362977,0.072609847,0,1
0,0.157640547,0.118116731,0,1
0.427047041,0.006182558,0.024123428,0.000521506,1
0,0.012867684,0.036092008,0,1
0.228204911,0.041667935,0.048883631,0.0125,1
1.662615743,0.005360897,0.037814715,0.014105075,1
0,0.396099084,0.235577634,0,1
0,0.160491866,0.12475625,0,1
2.532842493,0.007047878,0.036937278,0.008141643,1
2.399024392,0.004812529,0.024935603,0.004017017,1
0,0.089658347,0.065235151,0,1
14.2757308,0.009381618,0.07839841,0.288445206,1
1.577647405,0.017621704,0.029752566,0.00950899,1
1.925561681,0.00784445,0.068399312,0.031809697,1
8.190843413,0.00036449,0.015088367,0.10967002,1
2.040431055,0.021581752,0.103401451,0.004178813,1
0.173360671,0.095908649,0.076125467,0.003125,1
2.973878209,0.009148305,0.044985512,0.034773507,1
0.247337947,0.095984865,0.09488974,0.01754386,1
5.760233524,0.003726376,0.021291023,0.017369264,1
1.127231134,0.033744319,0.05468695,0.01775928,1
10.10814702,0.004995642,0.036073412,0.235526733,1
0.386624677,0.030868856,0.054963184,0.000377639,1
1.532887497,0.016216707,0.037722041,0.008183452,1
5.843650306,0.013981138,0.075490381,0.400844635,1
0.184634687,0.159680712,0.15138122,0.004444444,1
0.253084869,0.069910507,0.054393443,0.019230769,1
0,0.063949062,0.077635453,0,1
0.385610992,0.039922923,0.045012082,0.012947623,1
4.236804542,0.016577133,0.05639932,0.553824259,1
0.708783798,0.048641727,0.058705368,0.00010515,1
2.62920315,0.009267302,0.068212643,0.003167964,1
43.98178874,0.004064216,0.052590538,0.816119599,1
0,0.105483818,0.093683475,0,1
0.53928664,0.010982246,0.027062061,9.53E-05,1
0.846057174,0.002183318,0.027880641,0.250329272,1
0.424031635,0.036083308,0.043302012,0.019097222,1
0,0.020363937,0.020013245,0,1
0.120781065,0.006056545,0.025677905,0.000253678,1
0,0.003958083,0.014529211,0,1
0,0.254447297,0.224248114,0,1
0.306100506,0.002395336,0.011030517,0.000344417,1
0.17326695,0.015964959,0.01371566,0.003115265,1
2.745826785,0.001764243,0.032531322,0.010763751,1
0.338475418,0.029691278,0.045473386,0.002283315,1
0.187184095,0.052658427,0.06124509,0.004784689,1
0.098156242,0.000518723,0.011008865,3.76E-05,1
0,0.27318157,0.129356124,0,1
0,0.444867554,0.336764462,0,1
3.516237821,0.009384299,0.06596271,0.066249818,1
0.158989701,0.003171875,0.013293956,0.001855288,1
0.162250353,0.146161179,0.15943088,0.002105263,1
1.730168128,0.016254301,0.035785938,0.038971771,1
3.864380478,0.009616435,0.041248553,0.008249608,1
0.39049271,0.009560406,0.029765812,0.001611992,1
0.420326992,0.031130848,0.04712449,0.005241032,1
0.371541162,0.0690847,0.094900929,0.002542168,1
0,0.461124263,0.300381259,0,1
1.100941526,0.060056708,0.072044975,0.003831421,1
0.110633665,0.029592567,0.021477868,0.000118708,1
0.300101629,0.034550677,0.054018406,0.035714286,1
0.073830359,0.001824535,0.02424403,1.31E-06,1
5.064238359,0.00164179,0.018236498,0.096707191,1
0,0.066631983,0.064481499,0,1
0,0.010459922,0.022269553,0,1
0.13162404,0.014343194,0.027998178,0.000501756,1
5.946660301,0.007963096,0.076414895,0.074635958,1
13.95343937,0.000492923,0.016794826,2.454358105,1
0,0.149712524,0.135907423,0,1
0.376954665,0.001797734,0.008694734,0.001070982,1
6.345292565,0.00511607,0.01492536,1.456080826,1
5.680953049,0.010732804,0.108068355,0.011458787,1
0.526709607,0.025259993,0.045871351,0.005665841,1
0.470714925,0.025973369,0.059788889,0.001557109,1
1.34764805,0.024543639,0.047693034,0.00538194,1
3.123414817,0.003483353,0.017371359,0.119638292,1
13.66907553,0.004440885,0.020082015,0.183300493,1
6.134434733,0.005420273,0.040101014,0.16615952,1
0,0.115069155,0.114831471,0,1
0,0.100104744,0.109859358,0,1
0.366921368,0.050877904,0.061775484,9.04E-05,1
3.448409812,0.006485539,0.020209476,0.009740021,1
1.889482759,0.005678022,0.029648514,0.009526948,1
0.13199408,0.062877913,0.083966167,0.000512558,1
0.275810404,0.007127764,0.030465434,6.19E-05,1
0.594151179,0.003201191,0.026333469,0.001038925,1
8.529730327,0.009335424,0.127176019,0.00484648,1
6.256746686,0.015758123,0.058775893,0.212179711,1
0,0.055226329,0.06746352,0,1
0,0.00539946,0.011423133,0,1
0.130699816,0.317984549,0.286485442,0.000475511,1
0,0.02973547,0.042182658,0,1
0.371486737,0.057170631,0.070314051,0.009824439,1
2.086803469,0.002876523,0.033578065,0.017112274,1
0,0.004470368,0.034813035,0,1
0.465587507,0.00208244,0.030922338,0.005180963,1
2.492950145,0.005406221,0.038844416,0.001373059,1
0.173835267,0.025290636,0.038151384,0.003174603,1
0,0.037940729,0.029278831,0,1
8.984942127,0.010426496,0.082180971,0.15269901,1
1.223454203,0.043756263,0.070697302,0.013391617,1
0.088114179,0.00405538,0.01521432,1.18E-05,1
0,0.00046225,0.01,0,1
14.42220778,0.006855487,0.027526954,1.19137519,1
0.387054671,0.001440138,0.01003477,0.002152794,1
4.067407183,0.004584978,0.038752238,0.008553876,1
0.723207212,0.004032671,0.021141945,0.001259396,1
3.758855974,0.030043756,0.088950782,0.083018781,1
0,0.13687534,0.123499248,0,1
3.719103026,0.013415821,0.042328845,0.283912964,1
1.456348566,0.0237234,0.064645657,0.077891173,1
0,0.060087939,0.076661409,0,1
24.66619297,0.012132743,0.062293463,0.905592593,1
0.304810823,0.154326993,0.140742582,0.004493682,1
1.347866664,0.020386654,0.042056246,0.005847429,1
10.47702308,0.019511747,0.130010532,0.016686214,1
1.192114898,0.025892767,0.070867081,0.006632872,1
0.200913421,0.004741699,0.029440889,0.000111616,1
0,0.428154825,0.310909293,0,1
0,0.222489599,0.153413923,0,1
3.037376277,0.014567425,0.046760664,0.073406648,1
0.815418438,0.002442457,0.014213663,0.03249659,1
4.29947836,0.006044484,0.035905497,0.00361152,1
0.411472694,0.001440003,0.008293201,0.005191097,1
1.213686648,0.011428642,0.030755339,0.009641029,1
0.188917894,0.03472286,0.051489314,0.005025126,1
19.23650702,0.004799598,0.059258528,0.41748953,1
5.074530775,0.003610155,0.057170596,0.070958515,1
3.65858292,0.002361757,0.03063656,0.272380955,1
3.559792542,0.007838875,0.023471777,0.015520893,1
1.207451625,0.029407404,0.074044282,0.008129271,1
12.13596716,0.011315982,0.067414703,1.687691764,1
0,0.07423549,0.069819632,0,1
3.560867428,0.006924224,0.079814126,0.008140914,1
6.247710998,0.010155255,0.062009109,0.004922596,1
0,0.037441647,0.045334422,0,1
1.227461758,0.002372628,0.025431626,0.050128615,1
4.074288829,0.006792766,0.042523758,0.138418703,1
1.016288941,0.001926125,0.03746188,0.003962923,1
0.516328161,0.070474814,0.079772499,0.009897458,1
0.8777701,0.017399815,0.048119367,0.013794634,1
0.86859664,0.026107481,0.047558346,0.024122094,1
0.417032391,0.039285907,0.037032719,0.090909091,1
1.1787428,0.005174502,0.036557769,0.008239039,1
0,0.041408536,0.035404879,0,1
0.299178986,0.081372784,0.07376253,0.002648877,1
0.18130051,0.007069641,0.025000617,3.51E-05,1
19.1974076,0.009388117,0.080373777,0.43270739,1
0.591211631,0.009188092,0.031706279,0.009061374,1
3.719947402,0.028334182,0.088794155,0.04707032,1
20.66706133,0.002142637,0.012909627,1.820066249,1
1.076247237,0.007224602,0.020405164,0.003242398,1
12.12439956,0.008632234,0.079017942,0.034143422,1
2.096919135,0.106020462,0.232701677,0.032892281,1
0,0.119326499,0.082969774,0,1
0,0.076120929,0.058195314,0,1
0.374895705,0.023772,0.040112097,9.73E-05,1
0,0.038462051,0.034997663,0,1
1.627723413,0.005251824,0.015857677,0.01033622,1
1.505236104,0.004090118,0.027587438,0.044873854,1
0,0.269286504,0.19647925,0,1
5.394132966,0.026346881,0.118767233,0.324872604,1
0,0.04643164,0.038405811,0,1
1.733429286,0.012289139,0.049334871,0.138887788,1
0,0.293661554,0.186415528,0,1
0,0.010707289,0.013337387,0,1
1.37410585,0.008287565,0.025046271,0.050679502,1
0.904591993,0.027133518,0.067518421,0.015237439,1
9.247131289,0.011822945,0.079782195,0.006224221,1
4.206214948,0.015117766,0.064173064,0.058695294,1
0.165555932,0.074870981,0.093295347,0.002380952,1
0,0.274504687,0.142372661,0,1
0.247337947,0.001138979,0.002424641,0.01754386,1
0.323787996,0.022648514,0.030813442,0.004341002,1
0.159130912,0.186717629,0.139658123,0.001865672,1
0.435563998,0.0349747,0.052465983,6.99E-05,1
0.711260758,0.000518814,0.014918503,0.015906622,1
1.95228788,0.006603344,0.02716411,0.029918377,1
0,0.004094551,0.010833333,0,1
26.16282965,0.00127349,0.016164817,0.636669169,1
0,0.12864686,0.135518699,0,1
1.939789845,0.003989133,0.029484773,0.001987458,1
2.399831723,0.004624992,0.020984724,0.02163207,1
9.069167933,0.00885887,0.043020753,0.157752952,1
0.189461591,0.018765659,0.026610513,0.005102041,1
2.360204803,0.01156842,0.028777972,0.099348522,1
0.283699358,0.001126844,0.025022836,0.001735703,1
0,0.117030419,0.104478775,0,1
3.40845146,0.110328979,0.361729491,0.078102707,1
0.497285583,0.023663267,0.050636097,0.007996426,1
13.05812157,0.009945098,0.066500312,0.421749772,1
0,0.001348476,0.011097248,0,1
6.386333613,0.003155246,0.069457638,0.724902801,1
0.182880212,0.20985011,0.24107533,0.004219409,1
0.859767225,0.018325766,0.024780114,0.000989545,1
0,0.031601616,0.031428929,0,1
0.855961874,0.006322492,0.012912134,0.018144394,1
3.211861291,0.033158915,0.08732872,0.031576059,1
0.073830359,0.15229363,0.113636063,1.31E-06,1
0.588202988,0.003983675,0.033248653,0.007618225,1
0.193323169,0.0134588,0.027125038,0.000174541,1
0,0.003021595,0.013866467,0,1
2.343324891,0.01011827,0.05013851,0.036188966,1
1.466091501,0.007169209,0.026759696,0.098123899,1
0.073830359,0.128361196,0.112075713,1.31E-06,1
0,0.184992066,0.135176196,0,1
0,0.069349424,0.065643951,0,1
0.318955727,0.19126958,0.192204195,0.005327196,1
31.58688517,0.001124716,0.018254754,0.761531077,1
2.497747156,0.008678436,0.045100459,0.00962697,1
0.272909013,0.126377191,0.124685144,0.001636814,1
0,0.072565549,0.051449039,0,1
10.81928396,0.003532808,0.046774591,0.243658149,1
0,0.425135126,0.276341669,0,1
0,0.281888304,0.19396235,0,1
1.306691234,0.022568465,0.0388087,0.003299437,1
4.641196501,0.004702529,0.05570376,0.343059898,1
0.747131747,0.015960793,0.044253664,0.014668948,1
0.176050988,0.063548944,0.061605328,0.003412969,1
0.283578492,0.024246205,0.03211236,0.029411765,1
0,0.129786233,0.080368443,0,1
2.745726217,0.001362385,0.012009147,0.012123613,1
15.20895835,0.023433646,0.049856318,2.871889507,1
3.456387032,0.012176224,0.033865152,0.001675662,1
0,0.121771015,0.107436508,0,1
3.654371016,0.004888447,0.02724875,0.002046171,1
0.09086604,0.010259914,0.02953045,1.66E-05,1
10.36616215,0.030132851,0.095466331,0.669916348,1
0.12669734,0.025991721,0.025919634,0.000373413,1
2.918763819,0.03878926,0.088141847,0.030012688,1
0.073830359,0.032396596,0.05844548,1.31E-06,1
0.104288589,0.005502312,0.024845203,6.85E-05,1
0,0.343186926,0.185818069,0,1
40.46523633,0.008762938,0.087701186,0.720193607,1
0.664538487,0.061643971,0.078180414,0.004830866,1
4.023358169,0.015485195,0.067027412,0.280966473,1
0.347411187,0.00125,0.01,0.006820143,1
0.267144691,0.003508716,0.031201805,0.001274378,1
0.086430386,0.115831995,0.06988723,9.45E-06,1
0.272085138,0.003535534,0.01,0.00129203,1
0,0.010923638,0.02728514,0,1
0,0.002414807,0.019311458,0,1
0.789801002,0.001712802,0.018569481,0.014502243,1
1.547938337,0.002054618,0.014452397,0.001480762,1
1.96338037,0.028582521,0.094142924,0.02700447,1
3.172637726,0.005014556,0.022966473,0.013961703,1
0,0.003921412,0.015417463,0,1
3.940699232,0.046250337,0.071958109,0.630044412,1
0.24815612,0.049401259,0.0660563,2.22E-05,1
0.140219051,0.062135295,0.067250243,0.000799361,1
0.319164967,0.082420192,0.098127147,0.004525227,1
1.049559856,0.017827341,0.029237443,0.013668447,1
0,0.225353415,0.225847496,0,1
6.517448038,0.006985112,0.031693373,0.025760773,1
0,0.585452612,0.493049498,0,1
0.886294955,0.013502617,0.038270346,0.007827996,1
2.590128634,0.002593375,0.027374561,0.036408085,1
0,0.027793559,0.047907335,0,1
1.447680131,0.006182395,0.028152417,0.006472032,1
0.304208881,0.076233121,0.083982618,0.002933376,1
9.658926535,0.005466917,0.033697076,0.259115618,1
0,0.22542397,0.231389095,0,1
0,0.234976486,0.116335315,0,1
0.229531061,0.078606257,0.071975845,0.012820513,1
0.184634687,0.238354377,0.207060725,0.004444444,1
0,0.6169465,0.479514321,0,1
2.816249259,0.013595055,0.03363653,0.24815022,1
0.624902104,0.007103099,0.027998096,0.000856951,1
2.66513365,0.002087109,0.041078112,0.107211662,1
5.910510853,0.003812038,0.049821314,0.010989721,1
0.137233012,0.068305252,0.051496539,0.000684463,1
3.480491579,0.007655016,0.036075793,0.02935916,1
1.917540153,0.021795651,0.064829508,0.01689054,1
2.50052535,0.010255025,0.035390868,0.020894913,1
1.136735944,0.029256785,0.061477329,0.000405298,1
0.491343003,0.018089012,0.034414688,0.000474388,1
0,0.016976018,0.026420621,0,1
0.179890291,0.015086719,0.061293616,6.74E-05,1
2.8475527,0.001959693,0.021222596,0.054083057,1
0.331703897,0.060591856,0.057253544,0.00481354,1
0.152813795,0.028549371,0.033511455,0.001438849,1
0.592212061,0.007069429,0.019192676,0.005852528,1
3.295607249,0.002379503,0.046504694,0.060983587,1
0,0.00040039,0.012632425,0,1
4.478850501,0.003603771,0.025954485,0.348999807,1
8.013230778,0.003084157,0.034285305,0.650601331,1
2.006706012,0.055159465,0.118046338,0.045739797,1
0.837611352,0.012426189,0.028574619,0.001387711,1
0,0.293334801,0.262897019,0,1
8.996417585,0.012088595,0.053714,0.999693694,1
3.009485474,0.008202383,0.036586845,0.012765799,1
0,0.156081207,0.178201479,0,1
0,0.010570133,0.014405276,0,1
0.657705815,0.098241497,0.123236572,0.032369537,1
0,0.043513116,0.057627279,0,1
0,0.027857216,0.057127375,0,1
0.660964925,0.037483775,0.063909933,0.035457516,1
2.985620791,0.020988536,0.055267721,0.051646167,1
0,0.083046976,0.102315035,0,1
8.148515504,0.009371616,0.056662365,0.752373816,1
0,0.00396478,0.015245828,0,1
7.681923159,0.021197884,0.112102511,0.328534501,1
5.479085424,0.017121925,0.067733908,0.239876857,1
0.112421679,0.003680843,0.010123457,0.000137061,1
2.509439654,0.017217803,0.053869916,0.000483884,1
1.260154775,0.010316723,0.061784863,0.004701317,1
4.405876261,0.01039997,0.037383597,0.008912067,1
0.165425826,0.000360845,0.012113412,0.002369668,1
4.695868187,0.007084946,0.051573969,0.012553694,1
2.241954668,0.018831659,0.058251298,0.128685522,1
1.032925194,0.005080869,0.024791536,0.012896769,1
9.97118853,0.000722584,0.01048913,0.116265184,1
0.088086701,0.200618803,0.194636946,1.17E-05,1
3.401405189,0.00731204,0.025445016,0.022328644,1
0.38154954,0.024961669,0.042347639,0.000127596,1
12.3359813,0.001394914,0.033869922,1.624022513,1
0,0.005,0.01,0,1
18.86027936,0.003631078,0.011706577,0.284727516,1
0.631222757,0.016168778,0.032019581,0.000152131,1
0.669252814,0.059193759,0.132145587,0.007625512,1
5.064028889,0.008065558,0.036121198,0.121339566,1
0,0.014357572,0.033931541,0,1
0.690191317,0.066984792,0.149534145,0.014395418,1
4.810849101,0.013539497,0.073789883,0.403079116,1
3.327271904,0.010880828,0.049169458,0.09904019,1
0.147200263,0.03793873,0.05295517,0.001121076,1
0.151147241,0.208827031,0.21240165,0.001338688,1
3.013332774,0.024339663,0.058424702,0.23190303,1
0.364324897,0.008964532,0.031501524,0.001156263,1
0,0.007090562,0.024455019,0,1
0.369073409,0.009337553,0.012069141,0.009158893,1
0,0.039869894,0.035914746,0,1
1.32364161,0.008966938,0.02489643,0.024871318,1
0,0.020464841,0.045570753,0,1
0,0.044379114,0.051006402,0,1
2.8705661,0.004194127,0.013551591,0.88452381,1
1.123317362,0.009688857,0.039531045,0.014875582,1
0,0.000386915,0.01011892,0,1
1.812897525,0.003695127,0.03435193,0.009767616,1
0.319542254,0.048212708,0.066064996,0.003920334,1
0,0.095347417,0.096366254,0,1
1.325989731,0.041668482,0.080999779,0.012468847,1
0.123027104,0.066902713,0.086533498,0.000295072,1
1.472647781,0.006266264,0.044141669,0.028150837,1
0.264687003,0.117390343,0.141035224,0.001048728,1
0.237577308,0.104406137,0.121077514,0.001903831,1
0.300919809,0.030682879,0.055704845,0.007182077,1
19.81744459,0.012416303,0.08743449,0.342518998,1
0.271732709,0.030560241,0.046996061,5.35E-05,1
0.077516816,0.024391398,0.046596608,2.50E-06,1
0.16812275,0.212548973,0.164318943,0.002610966,1
5.885054208,0.00483878,0.046479897,0.005149825,1
0.891601425,0.036104332,0.056898332,0.007796861,1
0,0.202008288,0.168405356,0,1
5.983678641,0.004394396,0.057662409,0.071607225,1
0.095498884,0.031644807,0.052814798,2.83E-05,1
0,0.006636788,0.012857143,0,1
5.747763651,0.011428955,0.109196881,0.005543754,1
8.641117716,0.051644442,0.12500842,1.475687367,1
0.632825975,0.009077499,0.03869284,0.000125339,1
0,0.050812154,0.044062809,0,1
0.568242069,0.00818047,0.037940449,0.000215341,1
0.172895959,0.005234327,0.015866971,0.003076923,1
0,0.007424563,0.023426957,0,1
2.283100645,0.014507067,0.031928977,0.035260631,1
0,0.031732827,0.0310252,0,1
0,0.114960437,0.11409591,0,1
4.521597782,0.007949781,0.057017535,0.002338932,1
0.15161208,0.046494351,0.064823536,0.00136612,1
0,0.016961089,0.027625514,0,1
1.397379311,0.002651151,0.045972157,0.008636088,1
1.021958622,0.010021159,0.029453299,0.007402453,1
0.570602305,0.002761505,0.040203451,0.000949764,1
0.114997498,0.000556714,0.013420737,0.00016728,1
0.687174024,0.00618722,0.024314216,0.004712489,1
0,0.442964478,0.299108557,0,1
0.495746832,0.014786522,0.033998029,0.067034991,1
2.032671123,0.004823857,0.026829224,0.018262152,1
15.6930409,0.006237838,0.032571428,0.019960758,1
0.138274139,0.114178262,0.130639527,0.000723066,1
0,0.111344992,0.06993863,0,1
1.415445351,0.00700038,0.031858182,0.006263448,1
0.132264615,0.317005048,0.290304629,0.000520562,1
0.148751312,0.00097357,0.012435583,0.001203369,1
0.314057885,0.080306559,0.082654744,0.006746367,1
0.321891104,0.175618888,0.167711154,0.005627527,1
0.77950356,0.036936418,0.05096461,0.003810704,1
0.245276629,0.062051036,0.084605015,0.001054128,1
14.28297274,0.003410927,0.039748843,0.76771652,1
0.149430288,0.036958785,0.059234202,0.001240695,1
6.607157165,0.013126093,0.028755412,0.489603694,1
1.711824771,0.011862302,0.089621558,0.019325966,1
2.349029857,0.010913445,0.051878523,0.157996296,1
0,0.134132378,0.095983323,0,1
3.640829035,0.008278947,0.038442112,0.009486897,1
13.36746279,0.007797434,0.115769275,0.1824629,1
1.923424318,0.010930296,0.055741677,0.020023863,1
19.77591808,0.005999392,0.029787145,0.481597769,1
4.555263527,0.028090452,0.047612843,0.693760526,1
0.139112769,0.181329493,0.140355649,0.000755287,1
2.000809846,0.02682052,0.117078619,0.001824273,1
6.735705864,0.006785491,0.02827474,0.38840549,1
18.26352564,0.010242912,0.0760156,0.01834418,1
0.161757727,0.028585869,0.034792491,0.002066116,1
0.168950487,0.006187122,0.011470588,0.002688172,1
0,0.195919067,0.08780138,0,1
0,0.002047095,0.014253003,0,1
1.083490901,0.009914191,0.041660977,0.068282572,1
1.12611037,0.057327926,0.078285096,0.017178327,1
13.32097213,0.014932235,0.1246001,0.536884783,1
0.435193782,0.018901438,0.041988625,7.47E-05,1
2.501128553,0.003808941,0.028349198,0.070597264,1
0,0.105229844,0.083207445,0,1
15.95590942,0.009683577,0.039122184,0.875313051,1
2.009352804,0.010320267,0.036863682,0.01224234,1
0.467691632,0.002688177,0.019504918,0.000153319,1
2.588691268,0.027343312,0.104957832,0.028373661,1
2.726059231,0.004484871,0.048554392,0.053841326,1
2.658432104,0.005694382,0.016754351,0.672357055,1
24.52940583,0.006607815,0.061215071,0.456838666,1
2.682675094,0.017218512,0.068168141,0.036609101,1
3.419131793,0.010896021,0.064482589,0.002893457,1
4.120653701,0.006340233,0.055493767,0.181196138,1
0,0.02,0.02,0,1
0.781072113,0.023742078,0.038429365,0.003166802,1
10.93156107,0.003432799,0.02447801,0.609133418,1
0.132633755,0.001878634,0.018874945,0.000531632,1
0.422148967,0.041880597,0.06807341,0.01766222,1
3.152912805,0.003866258,0.026685242,0.001080323,1
36.36529486,0.00673958,0.06591275,1.174956161,1
0,0.231011702,0.116089821,0,1
1.566215167,0.015655797,0.015100829,0.053275027,1
0,0.013924908,0.022231828,0,1
0,0.108358013,0.05667117,0,1
7.870976958,0.012607388,0.112372066,0.003591469,1
4.652413943,0.012240698,0.073020109,0.001250375,1
8.162861939,0.001776311,0.023804487,0.132134415,1
0.787930782,0.007109572,0.015600444,0.006416077,1
4.08381538,0.000340997,0.01,0.15470471,1
16.4947899,0.0013969,0.032837669,2.321255124,1
0,0.13307032,0.102196849,0,1
0.301163299,0.000611793,0.017421083,0.00292395,1
2.30250549,0.00787266,0.033638924,0.0017849,1
0.789190239,0.004107836,0.017101736,0.005091061,1
0.12392103,0.000492468,0.010042735,0.000312891,1
12.41498884,0.011637025,0.056262848,1.995693587,1
0,0.304660234,0.192070162,0,1
3.109943203,0.005397255,0.026979304,0.001871921,1
0.839131087,0.021159208,0.03970386,0.000309197,1
0.570588718,0.033037379,0.035972569,0.000213002,1
4.263774325,0.015237048,0.07606764,0.013467079,1
0.128738447,0.021458474,0.034977175,0.000423191,1
0.421784658,0.018477914,0.02233332,0.000460783,1
0.487357022,0.007817743,0.020041314,0.003814923,1
0.119318712,0.135675489,0.11521811,0.0002292,1
0,0.04747305,0.062044444,0,1
2.341143625,0.095513518,0.200280785,0.078564922,1
5.514637684,0.001158832,0.011515856,0.034193554,1
0.582004115,0.098520211,0.099881978,0.017484968,1
1.649914892,0.05623572,0.0948121,0.076397702,1
0,0.130076081,0.134028908,0,1
0,0.183879286,0.143056452,0,1
1.437810685,0.013565483,0.067268791,0.000259114,1
0,0.228459108,0.232294189,0,1
7.635431637,0.013998196,0.029408422,1.536258646,1
0,0.381513881,0.363588353,0,1
0.162250353,0.004989534,0.01133305,0.002105263,1
0,0.173488275,0.165658513,0,1
0.305547265,0.006439433,0.029804663,0.0036158,1
0,0.02475589,0.021212121,0,1
11.7746786,0.002045846,0.032244165,0.107320702,1
3.686100657,0.003290868,0.017383096,0.17228113,1
2.91864901,0.008489865,0.023757333,0.043467609,1
0.113623222,0.007745707,0.026312334,0.00015058,1
0.486210289,0.020627547,0.073552665,0.007070231,1
1.694997335,0.018539519,0.090745753,0.000273487,1
3.431657415,0.010732285,0.060324446,0.003648651,1
1.375774765,0.035010075,0.065603758,0.00512427,1
0.467373845,0.005386748,0.010947274,0.00338619,1
0,0.00166963,0.013646737,0,1
0,0.026295106,0.042026996,0,1
0,0.241856695,0.193973235,0,1
1.463354177,0.025653269,0.051870282,0.02195346,1
1.061482116,0.001830356,0.00812147,0.007579305,1
0.139318795,0.006463245,0.023840441,0.000763359,1
2.330687218,0.008679703,0.043127713,0.019585207,1
0,0.011847263,0.032074842,0,1
0.406485271,0.002867965,0.011575273,0.001975361,1
5.836719446,0.011928425,0.065663994,0.194132034,1
2.824449153,0.007745725,0.025430674,0.250632461,1
0,0.124528838,0.092253891,0,1
0,0.040321697,0.032724408,0,1
3.670663588,0.000991387,0.015410753,0.14397351,1
0.197281298,0.024342283,0.0343888,0.006289308,1
16.29597976,0.00239385,0.016854451,0.241054133,1
1.335972746,0.015521936,0.030730531,0.037661239,1
0.41989808,0.002509383,0.023445971,0.002522897,1
2.411621616,0.013365942,0.024889102,0.590356811,1
5.689801774,0.001312933,0.011870129,0.102088734,1
0.379139368,0.008188038,0.024342311,0.01382626,1
0,0.016527497,0.012646051,0,1
14.96679992,0.004000682,0.052907602,0.035412506,1
0.484131265,0.031259303,0.036759352,0.000166224,1
6.757574443,0.008130001,0.036391103,0.557198678,1
0,0.226184078,0.197862699,0,1
0,0.021819568,0.04780449,0,1
4.348517019,0.029308069,0.106790918,0.235839878,1
1.474389467,0.008286324,0.03640067,0.000498582,1
3.590357175,0.017109449,0.044293052,0.02269106,1
2.142620215,0.008341157,0.025851499,0.003731651,1
0.600271718,0.002751106,0.022886747,0.002321035,1
3.43290935,0.017320077,0.107727516,0.002917896,1
0.164290621,0.015898021,0.022760395,0.002272727,1
0.213577952,0.07014405,0.076179549,0.009259259,1
0,0.189631864,0.135262466,0,1
0.23325299,0.004273717,0.019508774,0.000488126,1
0,0.17402003,0.129059685,0,1
0,0.132156864,0.059763501,0,1
1.729003039,0.001456829,0.016198473,0.030437708,1
0,0.083347736,0.0924442,0,1
0.58027917,0.080924971,0.104240026,0.007375832,1
4.089964658,0.001600717,0.017380765,0.237110536,1
0,0.168264462,0.124383648,0,1
0,0.018571404,0.039721631,0,1
0.219593112,0.008748967,0.031412079,0.010526316,1
5.349739657,0.01781801,0.061760854,0.078621196,1
3.34882851,0.002134024,0.050372727,0.038227252,1
0.261189257,0.078872138,0.092010731,0.02173913,1
0,0.010342717,0.025641042,0,1
1.576214783,0.005685808,0.021495973,0.003915572,1
2.195739753,0.031410373,0.065991065,0.026492205,1
0.230096846,0.029715166,0.044495337,0.000548611,1
4.003922988,0.000765033,0.024648955,0.98952845,1
1.460833484,0.001147415,0.018352335,0.322716222,1
1.175522947,0.007142637,0.04510397,0.012881084,1
15.20197275,0.039123885,0.124001535,3.160291331,1
0.359218377,0.037239986,0.044320158,0.009352939,1
0.67281012,0.051187079,0.082860498,0.011769505,1
0,0.242061705,0.118860693,0,1
0.506249369,0.022271953,0.043733831,0.000355123,1
2.091975809,0.008515133,0.019294821,0.005294681,1
0.484207936,0.029023467,0.058571604,0.0086049,1
1.507864285,0.010007016,0.056836739,0.020871952,1
1.380851894,0.014725738,0.069418811,0.010467804,1
1.075526271,0.010230483,0.038196581,0.018716094,1
0,0.009024985,0.026240278,0,1
24.543485,0.002331958,0.035313667,0.450987141,1
1.227780602,0.000757421,0.02410258,0.055741699,1
5.024235173,0.010524418,0.058803178,0.039636803,1
0.710067129,0.017628378,0.028206133,0.016094342,1
6.291592465,0.010401355,0.100288977,0.104202439,1
0.611551103,0.031048294,0.053905288,0.006487288,1
4.19856177,0.000729325,0.01,0.073294042,1
0.251051758,0.030622632,0.053048447,0.001430174,1
0.357358669,0.034127406,0.046796041,5.59E-05,1
3.477317072,0.013517561,0.040300635,0.470583133,1
14.31083025,0.005993055,0.022003387,0.610510881,1
0,0.297056865,0.176625393,0,1
0.254984046,0.007811053,0.020462582,0.000797617,1
3.923389356,0.009956575,0.074032806,0.020165923,1
6.134522269,0.008404492,0.088050592,0.005707367,1
2.716621267,0.036465957,0.064321816,0.3696505,1
8.380156765,0.003892931,0.0336496,0.006144464,1
2.255980733,0.003085318,0.027809146,0.01342643,1
29.55311121,0.001880281,0.016012173,0.252082858,1
0,0.084469783,0.074365583,0,1
