J_Fee,J_Fer,AA,Label
0,0.071428571,0,1
0,0,0,1
0,0.044871795,0,1
0,0.035714286,0,1
0,0,0,1
0,0,0,1
0,0.095238095,0,1
0,0.148148148,0,1
0,0,0,1
0,0.005494505,0,1
0,0.176470588,0,1
0,0.03030303,0,1
0.002819738,0.018276762,7.610862646,1
0,0.004030904,0,1
0,0.037125749,0,1
0,0.038961039,0,1
0,0.133928571,0,1
0,0.017241379,0,1
0,0,0,1
0,0.032258065,0,1
0.032258065,0.125,4.474164806,1
0,0.132307692,0,1
0,0.263157895,0,1
0,0.184331797,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.026315789,0,1
0,0.052631579,0,1
0,0.198412698,0,1
0,0,0,1
0,0,0,1
0.021916631,0.066838046,21.64592838,1
0,0.013513514,0,1
0.088235294,0.363636364,9.250824824,1
0.003669725,0.097560976,3.27130764,1
0,0.25,0,1
0,0.04109589,0,1
0,0.012658228,0,1
0.108108108,0.166666667,11.62272281,1
0,0.039215686,0,1
0.026086957,0.021148036,2.064289206,1
0,0.086309524,0,1
4.65E-05,0.001291712,1.798040761,1
0,0.015037594,0,1
0,0.315789474,0,1
0,0.022727273,0,1
9.57E-05,0.005567929,9.539832334,1
0,0,0,1
0,0.013374486,0,1
0,0.017094017,0,1
0,0.052941176,0,1
0,0,0,1
0,0.110132159,0,1
0,0,0,1
0,0.021505376,0,1
0.012509773,0.046082949,7.812993884,1
0.146551724,0.186046512,8.434656781,1
0.009389671,0,0.616307644,1
0,0.101694915,0,1
0,0,0,1
0,0.042918455,0,1
0,0,0,1
0,0,0,1
0.017391304,0.013937282,0.672449944,1
0.058487874,0.074766355,19.67502995,1
0,0,0,1
0,0.025641026,0,1
0,0.027491409,0,1
0.000317743,0.019392372,76.12861802,1
0,0.034482759,0,1
0,0,0,1
0,0,0,1
0,0.027777778,0,1
0,0.035714286,0,1
0,0,0,1
0,0.027777778,0,1
0.045346062,0.082191781,9.070056263,1
0,0,0,1
0.064705882,0.151260504,6.707581694,1
0.075396825,0.144329897,12.63087127,1
0,0.037735849,0,1
0,0,0,1
0,0,0,1
0,0.2,0,1
0,0.015748031,0,1
0,0.075324675,0,1
0.103448276,0.198019802,10.63945921,1
0,0.046511628,0,1
0,0.021276596,0,1
0,0,0,1
0,0,0,1
0,0.099236641,0,1
0,0,0,1
0,0.095238095,0,1
0,0.020576132,0,1
0,0,0,1
0,0.030927835,0,1
0,0.101694915,0,1
0,0,0,1
0,0.001592357,0,1
0.011600928,0.016666667,4.500891374,1
0.096703297,0.12,25.20428351,1
0,0.090909091,0,1
0,0,0,1
0.056561592,0.087649402,275.7495459,1
0.192307692,0.078341014,6.541500714,1
0,0,0,1
0,0.000845309,0,1
0,0,0,1
0,0.018404908,0,1
0.117533719,0.080188679,28.48958142,1
0.014909478,0.003722084,5.930187761,1
0,0.151515152,0,1
0,0,0,1
0,0,0,1
0.000570451,0.032185629,11.18966993,1
0.006928406,0.064356436,1.508459311,1
3.04E-05,0,3.807260429,1
0,0.073170732,0,1
0,0.035294118,0,1
0,0.063829787,0,1
0,0,0,1
0,0.010869565,0,1
0,0.06133829,0,1
0.058252427,0.029126214,2.397560521,1
0.000506688,0.011461318,1.882656806,1
0.054714785,0.14159292,140.7598319,1
0,0.046875,0,1
0,0.093892434,0,1
0,0.051136364,0,1
0,0.006849315,0,1
0,0,0,1
0,0.012048193,0,1
0,0,0,1
0,0,0,1
0.028045207,0.033254157,23.01672857,1
0,0.049180328,0,1
0,0.117283951,0,1
0,0.068965517,0,1
0,0.264705882,0,1
0,0.003649635,0,1
0.000480687,0.009594883,5.100848516,1
0,0.063885267,0,1
0.004596997,0.017857143,8.614961936,1
6.32E-05,0,1.823071779,1
0,0.2,0,1
0.033333333,0.028833552,4.811928571,1
0.066666667,0.137931034,8.027337664,1
0,0.103896104,0,1
0,0.041390728,0,1
0,0,0,1
0,0,0,1
0,0.028368794,0,1
0,0.083333333,0,1
0,0.294117647,0,1
0,0,0,1
0,0.303370787,0,1
0,0,0,1
0,0.027777778,0,1
0,0.125,0,1
0.038461538,0.007827789,2.267774415,1
0,0.05,0,1
0,0.017521902,0,1
0,0,0,1
0,0.040816327,0,1
0,0.007751938,0,1
0.0152945,0.004548039,16.59757041,1
0,0.103448276,0,1
0,0.006920415,0,1
0,0.153846154,0,1
0.040740741,0.064,4.813364822,1
0,0.058823529,0,1
0,0.026315789,0,1
0,0,0,1
0,0,0,1
0,0.009433962,0,1
0,0,0,1
0.103211435,0.230228471,2921.421141,1
0,0.242857143,0,1
0,0,0,1
0.25,0.186131387,5.388058238,1
0,0,0,1
0.005882353,0.004477612,0.313309671,1
0,0.121212121,0,1
0,0.006849315,0,1
0,0,0,1
0.007585899,0.039014374,9.303255085,1
0,0.130434783,0,1
0,0,0,1
0,0,0,1
0,0.054545455,0,1
0.009933775,0.025104603,3.911006317,1
0.001982161,0.000338524,1.394458234,1
0,0,0,1
0,0.042682927,0,1
0.054151625,0.08988764,7.16178606,1
0,0.017391304,0,1
0,0,0,1
0,0.018348624,0,1
0,0.133333333,0,1
0,0,0,1
0,0.109375,0,1
0,0.029850746,0,1
0,0.037174721,0,1
0.016949153,0,0.602785755,1
0,0.070422535,0,1
0.0496614,0.044117647,11.04515703,1
0.044834308,0.016465423,7.546025136,1
0,0.03125,0,1
0,0.087570621,0,1
0,0,0,1
0,0,0,1
0,0.002268603,0,1
0,0,0,1
0,0,0,1
0.068627451,0.148148148,5.412963921,1
0,0.026548673,0,1
0.032967033,0.020648968,1.438844115,1
0,0.043715847,0,1
0.01578354,0.004347826,5.904230283,1
0,0.042857143,0,1
0,0.005347594,0,1
0,0.044444444,0,1
0,0,0,1
0.016317016,0.10835629,2.652751891,1
0,0.059701493,0,1
0,0,0,1
0,0,0,1
0,0.066666667,0,1
0.047619048,0.05,4.206876449,1
0,0.00872818,0,1
0.066666667,0.142857143,7.928953399,1
0,0.009009009,0,1
0,0,0,1
0,0.024193548,0,1
0.046676096,0.07826087,11.54961228,1
0,0.025316456,0,1
0,0.037037037,0,1
0.053617021,0.085820896,28.57395902,1
0,0.012738854,0,1
0,0,0,1
0.000101607,0.001166861,7.012923796,1
0,0.166666667,0,1
0,0.062005277,0,1
0.003514938,0.004504505,0.775518337,1
0,0.136363636,0,1
0.101851852,0,4.904714339,1
0,0,0,1
0,0,0,1
0,0.01980198,0,1
0,0.041916168,0,1
0,0.027777778,0,1
0,0,0,1
0.021442495,0.020408163,7.980296436,1
0,0.025,0,1
0,0.064906491,0,1
0,0,0,1
0,0,0,1
0.039072039,0.054794521,14.8253711,1
0,0.005714286,0,1
0,0,0,1
0,0,0,1
0,0.113402062,0,1
0.023972603,0.052631579,3.906699298,1
0,0.029411765,0,1
0,0.168880455,0,1
0,0,0,1
0,0,0,1
0,0.015873016,0,1
0,0.237254902,0,1
0,0.103448276,0,1
0,0.075794621,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.010752688,0,1
0,0.10990502,0,1
0,0,0,1
0,0.138790036,0,1
0,0.029411765,0,1
0,0,0,1
0.004385965,0.002079002,0.664385619,1
0.010416667,0.016,4.079794844,1
0,0.066037736,0,1
0,0.006622517,0,1
0,0,0,1
0,0.034858388,0,1
0,0.181506849,0,1
0,0.061452514,0,1
0,0.016759777,0,1
0,0.052884615,0,1
0,0.111675127,0,1
0,0.021582734,0,1
0,0,0,1
0,0.058823529,0,1
0,0,0,1
0.161904762,0.242424242,9.526998454,1
0,0.038461538,0,1
0,0.153846154,0,1
0,0,0,1
0,0.02739726,0,1
0,0.005714286,0,1
0,0,0,1
0,0.025316456,0,1
0,0.00155521,0,1
0.089485459,0.12962963,18.09495276,1
0,0.096590909,0,1
0,0.252723312,0,1
0,0,0,1
0,0,0,1
0.017045455,0.064885496,9.457536005,1
0,0.119266055,0,1
0,0,0,1
0,0.495867769,0,1
0,0.2,0,1
0.113475177,0.166666667,5.89830285,1
0.020952381,0.024590164,8.815511044,1
0.46,0.64516129,39.91426191,1
0,0,0,1
0,0.011494253,0,1
0,0,0,1
0,0.200704225,0,1
0,0,0,1
0,0.008888889,0,1
0,0.024691358,0,1
0.030888031,0.035748792,2.868254445,1
0,0.014084507,0,1
0,0.077419355,0,1
0,0.128205128,0,1
0,0.015037594,0,1
0.155789474,0.207207207,35.48622114,1
0.042517007,0.071005917,11.93102503,1
0,0.075880759,0,1
0,0.047468354,0,1
0,0,0,1
0,0.028735632,0,1
0,0,0,1
0,0.000558036,0,1
0,0,0,1
0.031914894,0.013015184,2.461321503,1
0,0.1,0,1
0,0.353773585,0,1
0,0.125,0,1
0,0.03030303,0,1
0,0.01980198,0,1
0.054054054,0.4,1.715784446,1
0,0.192793932,0,1
0,0,0,1
0,0.107648725,0,1
0.057523968,0.133757962,50.72410736,1
0.010869565,0.083333333,0.604882912,1
0,0.357142857,0,1
0.084057971,0.073170732,11.623761,1
0.053892216,0.123893805,8.124364869,1
0,0,0,1
0,0.062068966,0,1
0.074468085,0.014084507,3.536126434,1
0,0.011904762,0,1
0,0.019553073,0,1
0,0.020618557,0,1
0,0.125,0,1
0,0,0,1
0,0.091666667,0,1
0,0,0,1
0,0.031531532,0,1
0,0.046181172,0,1
0,0,0,1
0,0.040540541,0,1
0,0.0234375,0,1
0,0,0,1
0.034090909,0.037735849,1.199783228,1
0.026894866,0.035064935,4.50561586,1
0,0.021978022,0,1
0,0,0,1
0.064356436,0.001824818,4.370485092,1
0.004576659,0.021505376,0.812299895,1
0.005509642,0.027522936,0.772911446,1
0,0.5,0,1
0,0.084615385,0,1
0,0.130434783,0,1
0,0.089320388,0,1
0.058807734,0.188118812,97.86585085,1
0,0,0,1
0,0,0,1
0,0.045112782,0,1
0,0.083333333,0,1
0,0,0,1
0,0,0,1
0.030120482,0,1.892766783,1
0,0,0,1
0,0.083870968,0,1
0.022396417,0.045454545,8.079581056,1
0,0.024096386,0,1
0,0.005813953,0,1
0,0.066496164,0,1
0,0.013846154,0,1
0,0.038961039,0,1
0,0.068686869,0,1
0,0.136363636,0,1
0,0,0,1
0,0.033333333,0,1
0,0.012345679,0,1
0.043478261,0.01994302,2.986462614,1
0,0.037037037,0,1
0,0,0,1
0.04601227,0.287573964,5.750341008,1
0,0,0,1
0.102564103,0.339285714,4.129167842,1
0,0,0,1
0.371428571,0.428571429,11.48778476,1
0,0,0,1
0.031496063,0.018134715,2.676374337,1
0,0.002659574,0,1
0.00204629,0.007509118,89.06424548,1
0,0.022727273,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.1,0,1
0,0.02173913,0,1
0.071428571,0.020833333,1.239998214,1
0.000462583,0.0025,19.40247202,1
0,0,0,1
0,0.005813953,0,1
0.004608295,0.000884173,0.307330845,1
0,0,0,1
0.05731185,0.146274778,112.0669014,1
0,0.177777778,0,1
0,0.039215686,0,1
0,0.106586826,0,1
0,0,0,1
0.002657561,0.014197823,71.4174212,1
0.108108108,0.007366483,3.163526492,1
0,0.057142857,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.010695187,0,0.613041273,1
0,0.043478261,0,1
0,0,0,1
0.087837838,0.007751938,9.663578377,1
0,0,0,1
0.057341442,0.126086957,26.58661067,1
0.011331445,0.01384083,15.23860012,1
0.006578947,0.023817292,0.293818324,1
0,0,0,1
0.019157088,0.083333333,9.652315624,1
0,0,0,1
0,0,0,1
0.013937282,0.014492754,3.418425991,1
0,0.325,0,1
0.017640083,0.132432432,50.17791589,1
0,0.217391304,0,1
0,0,0,1
0,0.090909091,0,1
0.041237113,0.111111111,3.275640318,1
0.008547009,0.035714286,1.373314658,1
0,0.025641026,0,1
0,0.012987013,0,1
0,0.013924051,0,1
0.125,0.298701299,4.978101395,1
0,0.048275862,0,1
0.093270366,0.007792208,34.9010399,1
0,0.028571429,0,1
0.001813237,0.021806854,1.217014177,1
0,0.125,0,1
0,0.088729017,0,1
0,0.074074074,0,1
0.004385965,0.003663004,0.577235974,1
0,0.038834951,0,1
0,0,0,1
0,0.015625,0,1
0,0,0,1
0,0.072727273,0,1
0.000669942,0.012285012,2.337435414,1
0,0.003333333,0,1
0,0,0,1
0.012048193,0.001663894,0.34124573,1
0.083333333,0.191489362,7.272399413,1
0,0.005936319,0,1
0,0,0,1
0,0.000722022,0,1
0,0.048387097,0,1
0.02540107,0.029739777,9.117860671,1
0,0,0,1
0,0.020833333,0,1
0,0.035294118,0,1
0,0.012195122,0,1
0,0.06870229,0,1
0,0,0,1
0.075144509,0.069767442,7.464370131,1
0,0,0,1
0,0.090909091,0,1
0,0.077777778,0,1
0,0,0,1
0,0,0,1
0.019480519,0.000972763,1.028407836,1
0,0,0,1
0,0,0,1
0.002749141,0.028653295,4.181136189,1
0,0,0,1
0,0.147058824,0,1
0,0.176470588,0,1
0,0,0,1
0,0.119047619,0,1
0,0.123188406,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.007633588,0,1
0,0.027431421,0,1
0,0,0,1
0,0.070110701,0,1
0,0,0,1
0,0.007751938,0,1
0.151702786,0.191146881,37.34220956,1
0,0.015384615,0,1
0,0.159779614,0,1
0,0.263305322,0,1
0,0.003246753,0,1
0,0.2,0,1
0.045517241,0.075098814,11.61939786,1
0,0.008196721,0,1
0,0.230769231,0,1
0,0,0,1
0.010638298,0.037037037,1.818303978,1
0,0.055555556,0,1
0,0.010526316,0,1
0.022656597,0.042105263,30.77582061,1
0,0.010869565,0,1
0,0.103448276,0,1
0,0.047120419,0,1
0,0,0,1
0.028455285,0.021428571,7.218477389,1
0.001982161,0.018348624,1.096119163,1
0.010966415,0.066889632,6.555658303,1
0,0.5,0,1
0,0,0,1
0,0.066666667,0,1
0,0.04964539,0,1
0,0.111111111,0,1
0,0.098639456,0,1
0.416666667,0.285714286,5.096866947,1
0,0,0,1
0,0,0,1
0.084507042,0,5.704468411,1
0,0,0,1
0,0.004926108,0,1
0,0,0,1
0,0.047619048,0,1
0.010928962,0.051155116,0.665905134,1
0.192307692,0.19047619,6.565847986,1
0,0.023255814,0,1
0.004430545,0.04185022,9.173766318,1
0,0.111510791,0,1
0,0.166666667,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.043956044,0,1
0,0.1,0,1
0,0.045454545,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.091503268,0,1
0,0.054263566,0,1
0.00087217,0.009166667,8.031203507,1
1.31E-06,0.085307144,0.698634425,1
0,0,0,1
0,0.030674847,0,1
0,0.117757009,0,1
0,0.008943089,0,1
0,0.004470939,0,1
0,0,0,1
0.002853067,0.017871649,1.316989001,1
0,0.021052632,0,1
0.013050571,0.016835017,3.302994045,1
0,0.038461538,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.028571429,0,1
0.032786885,0.018918919,2.300494393,1
0,0.285714286,0,1
0.022988506,0.091428571,3.107676236,1
0,0,0,1
0,0.026666667,0,1
0,0,0,1
0.006729286,0.045964126,61.57130273,1
0.007092199,0.002219756,0.41672332,1
0,0.333333333,0,1
0,0.193548387,0,1
0,0.2,0,1
0,0,0,1
0,0.225352113,0,1
0,0,0,1
0.000391083,0.006153846,0.828028705,1
0,0,0,1
0,0.034482759,0,1
0,0,0,1
0,0.040783034,0,1
0,0,0,1
0.004611837,0.018518519,2.082085352,1
0,0,0,1
0.000591017,0.003095975,2.655018002,1
0,0.269230769,0,1
0.006329114,0.137678952,0.288186995,1
0.085106383,0.002489627,3.096122998,1
0.075085324,0.150684932,27.45731146,1
0,0,0,1
0.042394015,0.093816631,7.183241557,1
0,0.063063063,0,1
0.022848439,0.061728395,11.51672803,1
0,0,0,1
0,0.130434783,0,1
0,0.023148148,0,1
0,0,0,1
0,0,0,1
0.04587156,0.125,14.53305628,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.128205128,0,1
0,0,0,1
0.005610561,0.029017857,7.014641448,1
0,0,0,1
0.030054645,0.055214724,13.43602244,1
0.001708428,0.01843318,1.073590841,1
0,0.071428571,0,1
0,0,0,1
0,0.017241379,0,1
0,0,0,1
0.027960526,0.06043956,7.427971705,1
0,0,0,1
0,0,0,1
0.384615385,0.5,13.24721666,1
0,0,0,1
0,0.104477612,0,1
0,0.010526316,0,1
0,0.013333333,0,1
0,0.041493776,0,1
0.019047619,0.032967033,0.703930185,1
0.048903879,0.126168224,10.5469738,1
0.03777905,0.027508091,23.74715198,1
0.003676471,0.005502063,0.287178181,1
0.080357143,0.042553191,18.08115309,1
0,0,0,1
0.118644068,0.035294118,2.433111871,1
0,0,0,1
0,0.017857143,0,1
0,0,0,1
0,0,0,1
0,0.1875,0,1
0,0,0,1
0.025053305,0.04,35.20129488,1
0.035519126,0,4.564511561,1
0.091732729,0.164179104,60.15579891,1
0,0,0,1
0.004497751,0.012048193,1.124097771,1
0,0.019417476,0,1
0,0,0,1
0.051948052,0.032258065,3.448425897,1
0,0,0,1
0.001342282,0.014130435,1.354667335,1
0.060402685,0.184810127,13.45402526,1
0,0.03250478,0,1
0,0.047619048,0,1
0,0.066666667,0,1
0.003589177,0.013605442,4.708886706,1
0,0.010752688,0,1
0,0,0,1
0.031551271,0.07751938,28.64732415,1
0,0,0,1
0.03125,0.026785714,0.312310363,1
0.010309278,0.034883721,1.177859993,1
0,0,0,1
0.006076186,0.014423077,11.64783957,1
0,0.118181818,0,1
0,0,0,1
0,0,0,1
0,0.014084507,0,1
0,0.054054054,0,1
0,0,0,1
0,0.086956522,0,1
0,0,0,1
0.024242424,0.016583748,1.411051345,1
0.034782609,0.014814815,3.26938537,1
0.016884532,0.101503759,12.24676847,1
0,0.117857143,0,1
0,0.016949153,0,1
0.070866142,0.181636727,3.630959144,1
0,0,0,1
0,0,0,1
0,0,0,1
0,0.006185567,0,1
0,0.011494253,0,1
0,0.026315789,0,1
0,0,0,1
0,0,0,1
0,0,0,1
0.000863558,0.018867925,0.901074486,1
0,0,0,1
0,0.090909091,0,1
0.013245033,0.006535948,1.457936892,1
0,0,0,1
0,0,0,1
0,0.090517241,0,1
0,0.076923077,0,1
0,0,0,1
0.140495868,0.160756501,14.68232354,1
0.002233805,0.010819165,0.988132604,1
0.00528262,0.01744186,3.812661107,1
0.001795332,0.018543493,0.312310363,1
0,0.2,0,1
0,0,0,1
0,0.006944444,0,1
0,0.045454545,0,1
0,0.076566125,0,1
0,0.066666667,0,1
0.033018868,0.160818713,3.098423234,1
0,0.064516129,0,1
0,0.157142857,0,1
0.296296296,0.283783784,8.963019981,1
0,0.05,0,1
0,0.071428571,0,1
0,0,0,1
0,0.00896861,0,1
0.060240964,0.079365079,10.45633573,1
0,0.054421769,0,1
0,0.0546875,0,1
0.030975143,0.125291829,98.10727848,1
0,0,0,1
0,0.03649635,0,1
8.34E-05,0,1.948142228,1
0,0.036363636,0,1
0,0,0,1
0,0.006289308,0,1
0,0,0,1
0,0,0,1
0,0.007968127,0,1
0,0.027027027,0,1
0.007751938,0.005215742,0.918664832,1
0,0.013157895,0,1
0,0.2,0,1
0,0.001488095,0,1
0,0,0,1
0,0,0,1
0.00877193,0.003952569,3.120982673,1
0,0.012345679,0,1
0,0,0,1
0,0.086538462,0,1
0,0.077647059,0,1
0.010135135,0.015873016,1.009544212,1
0,0.048387097,0,1
0,0.041666667,0,1
0,0,0,1
0,0.028571429,0,1
0,0.00304878,0,1
0,0,0,1
0.001328021,0,0.271375201,1
0.018987342,0.102836879,1.167492786,1
0,0,0,1
0,0,0,1
0,0,0,1
0.054852321,0.05108055,4.963320927,1
2.10E-05,0.007186858,20.17551755,1
0,0,0,1
0.003305785,0,0.576659966,1
0.005983809,0.038043478,14.80272675,1
0,0.089015152,0,1
0,0.060606061,0,1
0,0.032967033,0,1
0,0.009584665,0,1
0.01369863,0.012987013,6.879408087,1
0.043376319,0.155555556,29.28284811,1
0.007747648,0.090643275,6.714291184,1
0,0,0,1
0,0,0,1
0,0.025477707,0,1
0,0.058951965,0,1
0,0.029850746,0,1
0,0.012658228,0,1
0,0.018072289,0,1
0,0.013333333,0,1
0,0.075919336,0,1
0.076923077,0.111111111,13.7786513,1
0,0,0,1
0,0,0,1
0,0.007142857,0,1
0,0,0,1
0,0.125,0,1
0.015267176,0.015714286,2.152035878,1
0,0,0,1
0,0.001383126,0,1
0,0.074404762,0,1
0,0.0078125,0,1
0,0,0,1
0.047361299,0.110367893,13.67956853,1
0,0.083333333,0,1
0,0.016949153,0,1
0,0,0,1
0.077348066,0.06,31.49848006,1
0,0.005272408,0,1
0,0.064257028,0,1
0,0.016,0,1
0,0.226804124,0,1
0,0,0,1
0.052287582,0.071428571,8.769251049,1
0,0.132075472,0,1
0,0,0,1
0.033285094,0.095588235,22.84047561,1
0,0.004081633,0,1
0,0.04040404,0,1
0,0.352422907,0,1
0,0.073170732,0,1
0,0.010526316,0,1
0,0,0,1
0,0,0,1
0.063636364,0.029850746,5.612122755,1
0.025,0.050847458,0.850906362,1
0,0.062883436,0,1
0,0.007772021,0,1
0,0.036101083,0,1
0,0.03125,0,1
0.00729927,0.181372549,0.312310363,1
0.071174377,0.028481013,7.884420319,1
0.000176995,0.001069519,8.009450332,1
0,0.057971014,0,1
0,0.296296296,0,1
0.02236909,0.077348066,30.0348215,1
0,0,0,1
0,0.049261084,0,1
0,0.189440994,0,1
0,0,0,1
0.021126761,0.018099548,1.267930973,1
0.016509434,0.058064516,5.907325427,1
0.015533981,0,2.517075182,1
0,0.042253521,0,1
0,0.105263158,0,1
0,0.089285714,0,1
0,0.055555556,0,1
0.016949153,0.011070111,1.385851549,1
0,0,0,1
0.005763689,0.010869565,0.767568599,1
0,0.026666667,0,1
0.020299145,0.137777778,24.7312012,1
0,0.052631579,0,1
0,0.418181818,0,1
0.047925608,0.096240602,37.24357301,1
0,0.037037037,0,1
0,0.198428291,0,1
0,0.191176471,0,1
0,0,0,1
0,0,0,1
0,0.035087719,0,1
0,0,0,1
0,0.05,0,1
0.035087719,0.030864198,2.541670062,1
0,0,0,1
0.140350877,0.166666667,12.73304283,1
0,0,0,1
0.111111111,0.171428571,4.513929709,1
0,0,0,1
0,0,0,1
0.071428571,0.09375,3.233287816,1
0,0.142857143,0,1
0,0.15860735,0,1
0.118055556,0.157407407,7.079944299,1
0,0.025,0,1
0,0,0,1
0.005291005,0,0.56951667,1
0,0.006622517,0,1
0,0.013157895,0,1
0,0.057142857,0,1
0,0.000338524,0,1
0,0.072289157,0,1
0,0,0,1
0.004208065,0.066316794,31.13980853,1
0,0,0,1
0,0.033096927,0,1
0.008640553,0.037878788,5.431631712,1
0.075657895,0.06601467,10.42256559,1
0,0,0,1
0.012578616,0.037837838,3.209925411,1
0,0.001110494,0,1
0,0,0,1
0,0.268656716,0,1
0,0.037974684,0,1
0.109677419,0.275555556,8.234754783,1
0,0,0,1
0.000387609,0.005668399,13.54626875,1
0,0.2,0,1
0,0.064220183,0,1
0,0,0,1
0.166666667,0.263157895,0.512980982,1
0,0.381818182,0,1
0,0.125,0,1
0,0.009153318,0,1
0,0.024390244,0,1
0,0,0,1
0.019471488,0.052173913,5.799342455,1
0.028455285,0,3.546078337,1
0,0.006896552,0,1
0,0,0,1
0,0,0,1
0,0.333333333,0,1
0.001898214,0.020511736,68.71688888,1
0,0.080645161,0,1
0,0.034482759,0,1
0,0,0,1
0.048913043,0.080065359,7.465345401,1
0,0,0,1
0,0,0,1
0,0.019677996,0,1
0.001544944,0.037337662,6.023475845,1
0,0.041666667,0,1
0,0,0,1
0,0.333333333,0,1
0,0,0,1
0.006666667,0.010238908,2.922009437,1
0.044318182,0.077669903,33.5046857,1
0,0.13559322,0,1
0,0,0,1
0,0.075862069,0,1
0,0.010526316,0,1
0.15648855,0.11814346,22.19488253,1
0,0.02,0,1
0,0.339622642,0,1
0,0.01,0,1
0,0.003968254,0,1
0,0,0,1
0.053009387,0.215733015,40.96919049,1
0,0.001293661,0,1
0.150943396,0.288461538,10.29127317,1
0,0.03030303,0,1
0,0,0,1
0,0,0,1
0,0.153846154,0,1
0,0,0,1
0,0,0,1
0,0.005970149,0,1
0,0.01843318,0,1
0,0.243243243,0,1
0,0.052060738,0,1
0,0,0,1
0.142857143,0.217391304,9.193548547,1
0,0.004357298,0,1
0,0.111111111,0,1
0,0.086956522,0,1
0,0.027027027,0,1
0,0,0,1
0,0.134751773,0,1
0,0,0,1
0,0.063829787,0,1
0.021276596,0.012987013,1.632484204,1
0,0,0,1
0,0.02,0,1
0,0.086956522,0,1
0.030837004,0.140449438,3.457475402,1
0,0,0,1
0,0,0,1
0,0.083333333,0,1
0,0.052631579,0,1
0,0,0,1
0.022304833,0.021978022,6.272812858,1
0,0.064516129,0,1
9.52E-05,0.002916869,3.049206591,1
0,0.043927649,0,1
0,0.043478261,0,1
0.021881838,0.066298343,7.56673593,1
0,0.12173913,0,1
0,0.138461538,0,1
0,0.067039106,0,1
0,0.055555556,0,1
0,0,0,1
0,0.008403361,0,1
0.016393443,0.053333333,0.953121734,1
0,0.068965517,0,1
0,0.0625,0,1
0,0.083333333,0,1
0.000567617,0.008452192,7.746676921,1
0,0,0,1
0.084745763,0.048148148,6.48068419,1
0.033653846,0.112840467,3.612902975,1
0,0.387096774,0,1
0,0.053435115,0,1
0,0,0,1
0.058631922,0.084745763,22.28717,1
0,0.07,0,1
0,0,0,1
0,0,0,1
0,0.111111111,0,1
0,0,0,1
0,0,0,1
0,0.25,0,1
0,0.165137615,0,1
0,0,0,1
0.026950355,0.095940959,19.27668212,1
0,0,0,1
0.193548387,0.254098361,12.35563568,1
0.059375,0.136842105,9.232755399,1
0,0.071428571,0,1
0,0.059701493,0,1
0,0.041493776,0,1
0,0.08908686,0,1
0.003021148,0.000606428,0.392689278,1
0,0.094339623,0,1
0.28125,0.16,5.376454397,1
0,0.029239766,0,1
0,0.186968839,0,1
0,0.1,0,1
0,0.050943396,0,1
0,0.025316456,0,1
6.56E-05,0.001649825,28.06975617,1
0,0,0,1
0.005359123,0.042694497,32.53115068,1
0,0.074074074,0,1
0,0.113636364,0,1
0.04973357,0.05988024,11.67024933,1
0,0,0,1
0,0.074074074,0,1
0.138888889,0.210526316,9.540833389,1
0,0.260869565,0,1
0,0.037037037,0,1
0,0.076923077,0,1
0.156626506,0.166666667,8.196621402,1
0,0.018987342,0,1
0,0,0,1
0,0.222222222,0,1
0,0,0,1
0,0.036585366,0,1
0,0,0,1
0,0,0,1
0.02484472,0,6.609722711,1
0,0.086021505,0,1
0,0,0,1
0.017391304,0.004576659,2.48867368,1
0,0.011111111,0,1
0,0,0,1
0,0.053030303,0,1
0,0.022727273,0,1
0.012875536,0.01953125,2.502639242,1
0,0.057142857,0,1
0,0.020408163,0,1
0,0.133333333,0,1
0.071910112,0.283819629,14.43123977,1
0,0.010869565,0,1
0,0.023255814,0,1
0,0.022727273,0,1
0,0.071005917,0,1
0,0.125,0,1
0,0,0,1
0.03565365,0.02384106,7.648458795,1
0,0.006756757,0,1
0,0,0,1
0,0.127562642,0,1
0.09,0.135135135,21.25244078,1
0,0.044303797,0,1
0,0,0,1
0,0.03030303,0,1
0,0.023255814,0,1
0,0,0,1
0,0.128712871,0,1
0,0,0,1
0,0,0,1
0,0.075757576,0,1
0,0.01,0,1
0,0,0,1
0.02739726,0,1.392651448,1
0,0.054421769,0,1
0.000318497,0.005458515,1.373547044,1
0,0,0,1
0,0.016393443,0,1
0,0,0,1
0.00877193,0.015873016,0.850274154,1
0,0.064655172,0,1
0,0.271062271,0,1
0,0.111111111,0,1
0,0,0,1
0,0.040892193,0,1
0,0.016393443,0,1
0,0.003194888,0,1
0,0.026666667,0,1
0,0.090909091,0,1
0,0.024193548,0,1
0,0.044444444,0,1
0.005911097,0.02092415,34.98506899,1
0,0.041666667,0,1
0.088235294,0.322033898,15.0905306,1
0.042016807,0.004830918,3.82122582,1
