J_Fee,J_Fer,C_Fee,C_Fer,AA,Label
0.066225166,0.080717489,0.177499257,0.018212318,5.111968287,1
0,0.016949153,0,0.01000801,0,1
0,0.066666667,0,0.061898446,0,1
0.074626866,0.024221453,0.138888889,0.005554637,2.114204326,1
0,0.004739336,0,0.013312051,0,1
0,0,0,0,0,1
0.00269347,0.04125,0.02289949,0.004681703,21.03276369,1
0,0,0,0,0,1
0,0.066666667,0,0.060302269,0,1
0.03125,0.021052632,0.176776695,0.00487753,0.956468597,1
0,0.02,0,0.048112522,0,1
0,0.111111111,0,0.088388348,0,1
0,0.029411765,0,0.004850064,0,1
0,0.018518519,0,0.004664237,0,1
0,0.025423729,0,0.010482848,0,1
0,0,0,0,0,1
0,0.423076923,0,0.1500248,0,1
0,0.034482759,0,0.015811388,0,1
0,0,0,0,0,1
0.101449275,0.105263158,0.204493995,0.032769766,12.91757959,1
0,0,0,0,0,1
0,0.08961039,0,0.009441898,0,1
0,0.009009009,0,0.015052246,0,1
0.1,0.25974026,0.23570226,0.039691154,2.98083227,1
0,0.307692308,0,0.057067206,0,1
0,0.047619048,0,0.009929258,0,1
0,0.117647059,0,0.028114522,0,1
0,0.04,0,0.008883758,0,1
0,0.032142857,0,0.005357143,0,1
0.024761905,0.097902098,0.065031711,0.0205097,5.295501073,1
0.125,0.333333333,0.223606798,0.353553391,0.490815252,1
0.081690141,0.022970904,0.151389081,0.003492038,11.70187347,1
0,0,0,0,0,1
0.013888889,0.004347826,0.027775099,0.000854701,0.7223746,1
0,0.03030303,0,0.045643546,0,1
0.024,0.033333333,0.051202163,0.012520804,4.19433951,1
0,0.158333333,0,0.055922519,0,1
0,0.048543689,0,0.006543622,0,1
0,0.032258065,0,0.017647364,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.07106599,0,0.016325468,0,1
0.097236982,0.162790698,0.200592789,0.017232785,70.9857968,1
0,0.031055901,0,0.02765595,0,1
0,0,0,0,0,1
0.047297297,0.080887616,0.115801389,0.00594179,5.618904536,1
0,0.017241379,0,0.005813953,0,1
0,0,0,0,0,1
0.027792074,0.103773585,0.061203959,0.016127459,19.85838578,1
0.005952381,0,0.013294393,0,0.79663977,1
0,0.011111111,0,0.004379315,0,1
0,0,0,0,0,1
0,0.078947368,0,0.073499394,0,1
0,0,0,0,0,1
0,0.035,0,0.049872935,0,1
0,0,0,0,0,1
0,0.004524887,0,0.001047811,0,1
0,0.005434783,0,0.001562931,0,1
0,0.040066778,0,0.004637969,0,1
0,0,0,0,0,1
0,0.076923077,0,0.049690399,0,1
0,0,0,0,0,1
0,0.038461538,0,0.009323807,0,1
0.017660044,0.13740458,0.047534912,0.037920544,5.863275803,1
0.007633588,0.0625,0.036369648,0.02717883,0.698634425,1
0,0.034482759,0,0.029787773,0,1
0,0.005847953,0,0.03314563,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.209302326,0.060669456,0.355756237,0.009818635,3.992105935,1
0,0,0,0,0,1
0.004905396,0.017241379,0.023818205,0.005013571,2.756453279,1
0.068627451,0.155555556,0.177002608,0.051477547,3.262901389,1
0,0,0,0,0,1
0.024738344,0.008032129,0.071785964,0.009279569,18.8093115,1
0.001548492,0.006896552,0.01249914,0.001728282,10.64827466,1
0,0.021276596,0,0.015223522,0,1
6.30E-05,0.001031566,0.004431619,0.000311414,32.67787057,1
0.024,0.005429864,0.078125,0.001249654,5.225183627,1
0.006682578,0.023622047,0.017662891,0.005077276,6.437574344,1
0,0.111111111,0,0.088388348,0,1
0,0,0,0,0,1
0.023397762,0.013544018,0.049256069,0.001761715,7.633453748,1
0,0,0,0,0,1
0.163323782,0.048648649,0.280818844,0.008800986,27.23659687,1
0,0.019230769,0,0.070014004,0,1
0.047062262,0.075657895,0.106438284,0.00721106,58.7609103,1
0.078651685,0.3,0.220479276,0.174963553,7.628568536,1
0,0,0,0,0,1
0.014563107,0.026584867,0.029029237,0.004449092,0.924328359,1
0,0,0,0,0,1
0.029220779,0,0.079203751,0,3.816798165,1
0.001192606,0.030057803,0.010979734,0.002597122,0.615352948,1
0,0,0,0,0,1
0.121212121,0.17721519,0.248337053,0.041702883,15.18781219,1
0,0.066666667,0,0.015424602,0,1
0,0.083333333,0,0.139009609,0,1
0,0.027027027,0,0.018898224,0,1
0,0.037914692,0,0.006415036,0,1
0.123404255,0.303030303,0.232372093,0.062700615,15.17268359,1
0,0.111111111,0,0.035434169,0,1
0,0.102489019,0,0.02642058,0,1
8.35E-05,0.006235012,0.002217306,0.000737489,22.95606862,1
0,0.003533569,0,0.029774567,0,1
0,0.013513514,0,0.005050505,0,1
0,0.055555556,0,0.083333333,0,1
0.282051282,0.055555556,0.44320263,0.121267813,5.012174984,1
0,0,0,0,0,1
0,0.058544304,0,0.023161672,0,1
0.019047619,0.210526316,0.057212957,0.05596976,0.872931215,1
0,0.1,0,0.084049772,0,1
0.461538462,0.6,0.66169316,0.18225804,35.71805278,1
0.008368201,0.009478673,0.02328101,0.002317169,1.77996085,1
0,0.059701493,0,0.010270397,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.018358531,0.001642036,0.049560365,0.000548471,5.4320192,1
0,0,0,0,0,1
0.006443055,0.026974952,0.050720852,0.003647401,14.48103581,1
0,0,0,0,0,1
0,0.092307692,0,0.026948403,0,1
0,0.214285714,0,0.208012574,0,1
0,0,0,0,0,1
0,0,0,0,0,1
5.89E-06,0,0.00085796,0,1.821193141,1
0,0.029288703,0,0.024452964,0,1
0,0.142857143,0,0.103943839,0,1
0,0,0,0,0,1
0.002645503,0.038918919,0.017608258,0.007286712,32.03165437,1
0,0.01754386,0,0.005,0,1
0,0,0,0,0,1
0.003624365,0.021157436,0.023354814,0.00299431,182.0402111,1
0,0,0,0,0,1
0,0,0,0,0,1
0.002688172,0.002057613,0.014617634,0.000530786,0.504471832,1
0.002169197,0.040462428,0.032969024,0.007583792,0.285371928,1
0,0,0,0,0,1
0,0.007604563,0,0.024806947,0,1
0.027732463,0.041484716,0.066121836,0.004894362,6.79219747,1
0,0,0,0,0,1
0.034188034,0.194767442,0.114991915,0.020949824,1.843250694,1
0.317073171,0.166666667,0.489955935,0.103231813,6.541025826,1
0,0.091397849,0,0.008873599,0,1
0,0.028571429,0,0.085749293,0,1
0.070038911,0.202970297,0.136826752,0.021120781,17.08806314,1
0.079086116,0.129436326,0.146579805,0.012803906,18.65336616,1
0.039823009,0,0.08159595,0,4.246332395,1
0.048736462,0.066945607,0.092974192,0.008005994,10.58365398,1
0,0.032786885,0,0.065094455,0,1
0.136752137,0.10625,0.33656253,0.023383304,18.98809599,1
0,0.011363636,0,0.009544271,0,1
0,0,0,0,0,1
0.01981982,0.007163324,0.052002046,0.001299087,3.760824317,1
0,0.044554455,0,0.007629119,0,1
0,0.111111111,0,0.125,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.118055556,0.216666667,0.211674754,0.054864532,8.238570155,1
0,0.2,0,0.176776695,0,1
0,0,0,0,0,1
0,0.051282051,0,0.011623673,0,1
0,0.103550296,0,0.013393904,0,1
0,0,0,0,0,1
0,0.026315789,0,0.010691672,0,1
0,0,0,0,0,1
0,0.050458716,0,0.008247861,0,1
0.006410256,0.000498008,0.0142828,0.000188793,0.595085756,1
0,0,0,0,0,1
0,0.0125,0,0.014630143,0,1
0,0.007633588,0,0.010499013,0,1
0,0,0,0,0,1
0.069767442,0.01372549,0.141736677,0.009932926,2.183202364,1
0.139534884,0.204678363,0.2682611,0.022754426,5.181755773,1
0,0,0,0,0,1
0.086206897,0.4,0.202113021,0.147920052,3.141512756,1
0,0.12244898,0,0.039111401,0,1
0,0.23255814,0,0.068193091,0,1
0,0,0,0,0,1
0,0.06,0,0.007981208,0,1
0,0.070175439,0,0.033671751,0,1
0.038461538,0.003710575,0.075009157,0.001091399,2.685535246,1
0,0.0013947,0,0.006246097,0,1
0,0,0,0,0,1
0,0.051948052,0,0.02459037,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.006546645,0.022222222,0.020740149,0.003230466,1.622119628,1
0,0.042253521,0,0.016207221,0,1
0,0.2,0,0.25,0,1
0,0.107142857,0,0.1,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.043609023,0,0.005354017,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.037037037,0,0.01767767,0,1
0.013809524,0.042345277,0.062906873,0.007710179,13.22973471,1
0,0.2,0,0.082352941,0,1
0,0.008403361,0,0.002310806,0,1
0,0.017699115,0,0.019518001,0,1
0,0.047337278,0,0.009582055,0,1
0,0,0,0,0,1
0,0.035714286,0,0.017817416,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.01650165,0,0.002472694,0,1
0.002390115,0.035759898,0.022868245,0.004847459,47.79821883,1
0.019047619,0,0.038053841,0,1.632401864,1
0,0.037735849,0,0.025416428,0,1
0.022727273,0.053892216,0.054453277,0.069853547,3.38793765,1
0,0,0,0,0,1
0,0.08,0,0.104257207,0,1
0,0,0,0,0,1
0,0.001612903,0,0.003806418,0,1
0,0.077777778,0,0.063271384,0,1
0,0.038461538,0,0.020327891,0,1
0,0.024096386,0,0.012421297,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.108433735,0,0.039099773,0,1
0.035087719,0,0.134839972,0,0.86588047,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.062162162,0.174242424,0.118211703,0.036594153,10.04480654,1
0,0,0,0,0,1
0,0.36,0,0.143747227,0,1
0,0,0,0,0,1
0,0.258064516,0,0.038528332,0,1
0,0,0,0,0,1
0.002150538,0,0.00814193,0,0.768621787,1
0.018587361,0.026748971,0.048005961,0.006213343,1.862064469,1
0,0,0,0,0,1
0.126385809,0.197916667,0.228796224,0.031666667,55.89420066,1
0,0,0,0,0,1
0,0.077319588,0,0.022740182,0,1
0,0.064275037,0,0.00388825,0,1
0,0,0,0,0,1
0.014084507,0.003311258,0.034199278,0.001356307,0.363671234,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.113043478,0,0.02438548,0,1
0,0,0,0,0,1
0,0.286486486,0,0.0522205,0,1
0,0.114583333,0,0.026633055,0,1
0,0,0,0,0,1
0.027888446,0.040753948,0.056131276,0.003341517,2.725954534,1
0,0.036363636,0,0.017568209,0,1
0,0.045454545,0,0.014914487,0,1
0,0.084745763,0,0.109422027,0,1
0,0,0,0,0,1
0.184848485,0.152173913,0.323444755,0.026977306,36.43208926,1
0.088967972,0.198198198,0.170009277,0.037357959,56.86046382,1
0.123644252,0.380952381,0.247226274,0.060206016,35.04924977,1
0,0,0,0,0,1
0,0.028571429,0,0.012028131,0,1
0,0,0,0,0,1
0,0.038834951,0,0.006884773,0,1
0,0.052816901,0,0.011145164,0,1
0,0,0,0,0,1
0,0.2,0,0.170103454,0,1
0.007092199,0,0.014084507,0,0.368757775,1
0,0.024793388,0,0.005651582,0,1
0,0.062827225,0,0.024026733,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.080487805,0.107142857,0.150323357,0.034052455,19.88606541,1
0,0.110085227,0,0.00669116,0,1
0.005952381,0.006989247,0.01548574,0.000815281,0.645902058,1
0,0.03125,0,0.008223037,0,1
0.230769231,0.219512195,0.381770858,0.092158759,9.397306725,1
0.055312955,0.058455115,0.10566323,0.00803819,16.38755417,1
0.018716578,0.051282051,0.037891572,0.014014743,4.107596514,1
0,0.003546099,0,0.00059722,0,1
0,0,0,0,0,1
0.000104678,0.012084592,0.004643272,0.00408998,5.427022737,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.170731707,0,0.066143783,0,1
0,0.023255814,0,0.02348557,0,1
0,0.043478261,0,0.013390589,0,1
0.005479452,0.036842105,0.010904694,0.004849329,2.393844953,1
0,0,0,0,0,1
0,0.018867925,0,0.004732419,0,1
0.121212121,0.061538462,0.268917058,0.022222222,6.791947597,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.212765957,0,0.061855802,0,1
0.014542936,0.102539063,0.029276888,0.007195147,16.87251859,1
0,0,0,0,0,1
0.046720575,0.090909091,0.089271998,0.016016016,23.11473543,1
0,0.012903226,0,0.002435797,0,1
0.00175563,0.020887728,0.026482671,0.002460324,67.61124329,1
0,0,0,0,0,1
0,0.155555556,0,0.034299717,0,1
0.000337826,0.010878011,0.007704677,0.001661622,5.57265382,1
0,0.021276596,0,0.007470596,0,1
0,0.0234375,0,0.005282214,0,1
0,0,0,0,0,1
0.016060372,0.05065666,0.053660314,0.006034902,33.97443462,1
0,0.114285714,0,0.060252649,0,1
0,0,0,0,0,1
0,0.000981836,0,0.011083777,0,1
0,0,0,0,0,1
0,0.074906367,0,0.040322581,0,1
0,0,0,0,0,1
0,0.033333333,0,0.039223227,0,1
0,0,0,0,0,1
0.011494253,0,0.026928463,0,3.591069931,1
0,0.007782101,0,0.002181724,0,1
0,0.020408163,0,0.009128709,0,1
0.106557377,0.060344828,0.197196177,0.022387195,7.622828012,1
0,0.111111111,0,0.125988158,0,1
0,0.037735849,0,0.01342675,0,1
0,0.013333333,0,0.005592442,0,1
0,0,0,0,0,1
0.04,0.031746032,0.111611206,0.008980831,18.72822165,1
0,0.02484472,0,0.005423261,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.1,0.130769231,0.225971985,0.024982447,26.30143455,1
0.058823529,0.272727273,0.137940147,0.149071198,1.945383744,1
0,0.023474178,0,0.004093991,0,1
0,0.058823529,0,0.042766687,0,1
0,0,0,0,0,1
0.008218654,0.042944785,0.034925316,0.005081973,37.12993286,1
0,0.071698113,0,0.013906143,0,1
0.016511868,0.062893082,0.046449602,0.014792814,12.66852991,1
0,0.020833333,0,0.017972129,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.019607843,0,0.036084392,0,1
0,0.113970588,0,0.015376409,0,1
0,0.070175439,0,0.045924709,0,1
0,0.076744186,0,0.010979783,0,1
0,0.012269939,0,0.002463054,0,1
0,0,0,0,0,1
0,0.114666667,0,0.014561637,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.006451613,0,0.001491861,0,1
0,0.063876652,0,0.020934618,0,1
0,0.138888889,0,0.098209275,0,1
0.04029304,0.040160643,0.083247378,0.009558989,5.181121443,1
0,0.075,0,0.063386569,0,1
0,0.002877698,0,0.00052433,0,1
0,0.027777778,0,0.022906938,0,1
0,0,0,0,0,1
0,0.09375,0,0.041594517,0,1
0,0.066666667,0,0.076980036,0,1
0,0.079545455,0,0.052174919,0,1
0,0,0,0,0,1
0.01010952,0.011409943,0.027706164,0.002181163,9.327477344,1
0.007125891,0.011577424,0.01595835,0.001229944,2.242098934,1
0,0,0,0,0,1
0.043650794,0.083333333,0.142604819,0.042591771,11.34170091,1
0,0.009756098,0,0.046676003,0,1
0,0,0,0,0,1
0,0.416666667,0,0.19641855,0,1
0.00877193,0.003787879,0.017891407,0.002688619,0.375152735,1
0,0.026315789,0,0.034299717,0,1
0.157480315,0.236363636,0.285830975,0.066587911,11.0647016,1
0,0.012658228,0,0.005087428,0,1
0,0.004694836,0,0.001336627,0,1
0,0.014184397,0,0.003620706,0,1
0,0,0,0,0,1
0,0.123529412,0,0.021271978,0,1
0,0,0,0,0,1
0.26984127,0.392857143,0.490747729,0.117608388,18.85077223,1
0.073359073,0.080555556,0.137045763,0.01022364,7.280380732,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.166666667,0,0.081589244,0,1
0,0.102272727,0,0.075536962,0,1
0,0.104651163,0,0.045605697,0,1
0,0,0,0,0,1
0,0.01754386,0,0.044946657,0,1
0,0.02892562,0,0.004936069,0,1
0.019337017,0,0.059730963,0,4.262546818,1
0,0.059945504,0,0.022259044,0,1
0,0.031578947,0,0.011822849,0,1
0,0.041237113,0,0.015823755,0,1
0,0.005347594,0,0.000880107,0,1
0,0,0,0,0,1
0.016775077,0.04290429,0.045480834,0.006261461,18.96360941,1
0,0.020654045,0,0.003273511,0,1
0.012224731,0.107894737,0.082668767,0.00765638,490.011342,1
0,0,0,0,0,1
0,0.088888889,0,0.013931889,0,1
0,0.168421053,0,0.042553191,0,1
0,0.038461538,0,0.013376131,0,1
0.025568182,0.071537291,0.079425507,0.006906166,7.477199551,1
0,0,0,0,0,1
0,0.052631579,0,0.033661152,0,1
0.001328021,0.02739726,0.004692819,0.00521581,2.585157233,1
0,0.023809524,0,0.027399831,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.018706574,0.028811525,0.046285243,0.001956154,12.53930172,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.024058577,0,0.013066824,0,1
0.008196721,0,0.0248452,0,0.398532996,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.025540275,0,0.003151962,0,1
0,0,0,0,0,1
0,0.024561404,0,0.017135722,0,1
0.059210526,0.065359477,0.153109723,0.013205535,10.17735559,1
0.010788382,0.111317254,0.037390763,0.012095976,5.051434691,1
0.037241379,0.064935065,0.104859311,0.018207598,15.23226261,1
0,0,0,0,0,1
0,0.048846676,0,0.019938801,0,1
0,0.012578616,0,0.032025631,0,1
0,0.227678571,0,0.045204773,0,1
0,0.113636364,0,0.03014675,0,1
0.123188406,0.164179104,0.219578873,0.043650794,7.289445063,1
0,0,0,0,0,1
0,0.025157233,0,0.005007266,0,1
0,0.090909091,0,0.063887656,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.121428571,0.117647059,0.219835755,0.027647715,7.97367638,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.094462541,0,0.012905678,0,1
0.051546392,0.140350877,0.098724813,0.043519414,5.572355811,1
0,0.029411765,0,0.021427478,0,1
0.065934066,0.5,0.176014395,0.145778859,3.454786866,1
0,0,0,0,0,1
0.292682927,0.226190476,0.521793932,0.050562682,21.66249888,1
0,0,0,0,0,1
0,0,0,0,0,1
0.014367816,0.00867052,0.072578191,0.001672966,1.896233551,1
0,0.035087719,0,0.008722257,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.006711409,0.012406948,0.049694234,0.002398252,1.286334168,1
0,0.020833333,0,0.007636035,0,1
0,0.007778738,0,0.001548285,0,1
0,0,0,0,0,1
0,0.083333333,0,0.03441236,0,1
4.90E-05,0.016194332,0.002527948,0.001423361,1.293165767,1
0,0,0,0,0,1
0,0.024390244,0,0.032879797,0,1
0,0.047619048,0,0.058925565,0,1
0,0.5,0,0.213808994,0,1
0,0,0,0,0,1
0.187935035,0.310679612,0.329715365,0.053042981,52.75834843,1
0,0,0,0,0,1
0.038610039,0.112149533,0.10144054,0.024595018,5.062955713,1
0,0.05,0,0.027196415,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.176190476,0,0.038014296,0,1
0,0.090909091,0,0.111803399,0,1
0,0,0,0,0,1
0,0.1,0,0.09701425,0,1
0.024509804,0.070028011,0.107137391,0.009371558,1.838155236,1
0,0.25,0,0.159900537,0,1
0,0.012096774,0,0.01760447,0,1
0,0.030612245,0,0.015730054,0,1
0,0.047619048,0,0.111803399,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.001755926,0,0.000533648,0,1
0,0.04,0,0.036380344,0,1
0,0.032085561,0,0.006018039,0,1
0.14673913,0.289473684,0.27488125,0.062922153,12.99303418,1
0,0.037313433,0,0.008430924,0,1
0,0.012578616,0,0.014291549,0,1
0,0.090909091,0,0.063887656,0,1
0,0,0,0,0,1
0,0,0,0,0,1
3.37E-05,0,0.001166767,0,3.74039226,1
0,0.004848485,0,0.001626016,0,1
0,0.071428571,0,0.048112522,0,1
0,0,0,0,0,1
0,0.075757576,0,0.026375678,0,1
0,0,0,0,0,1
0,0.064516129,0,0.075592895,0,1
0.001779571,0.009338521,0.029855846,0.002499715,9.074187056,1
0,0.004341534,0,0.001642134,0,1
0.000126358,0.019390582,0.001069696,0.021978374,0.294811923,1
0,0.01754386,0,0.062714725,0,1
0,0,0,0,0,1
0.007764836,0.039351852,0.044390067,0.018409355,10.09395294,1
0,0.04379562,0,0.009541133,0,1
0,0.03125,0,0.014744196,0,1
0,0.079847909,0,0.015369947,0,1
0.000461609,0.006872852,0.005534992,0.001659875,3.034295699,1
0,0.151631478,0,0.021140146,0,1
0.01754386,0,0.094491118,0,1.285097209,1
0.005806452,0.020257827,0.039494784,0.002461584,75.08772318,1
0,0.146245059,0,0.013782358,0,1
0,0,0,0,0,1
0,0.043478261,0,0.012766189,0,1
0,0,0,0,0,1
0.038461538,0.176,0.07856742,0.035033535,2.096492773,1
0,0.166666667,0,0.104972776,0,1
0,0.102941176,0,0.024874555,0,1
0,0,0,0,0,1
0,0.225,0,0.10866269,0,1
0,0.017964072,0,0.005299683,0,1
0.155440415,0.28030303,0.280101789,0.044047619,32.2968463,1
0,0.2,0,0.25,0,1
0,0.333333333,0,0.353553391,0,1
0,0.178571429,0,0.070331906,0,1
0,0,0,0,0,1
0,0.049180328,0,0.016654335,0,1
0,0.026315789,0,0.029880715,0,1
0,0,0,0,0,1
0,0.125,0,0.1,0,1
0,0.035971223,0,0.005580357,0,1
0,0.020618557,0,0.006048123,0,1
0,0.054794521,0,0.009082947,0,1
0.150537634,0.326086957,0.27691572,0.062467473,7.044049289,1
0,0.0016,0,0.000470155,0,1
0.075,0.230769231,0.1488875,0.216506351,2.039599773,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.010416667,0,0.003376097,0,1
0.001860465,0.005602241,0.012845345,0.000873311,0.764293462,1
0,0.1,0,0.038314176,0,1
0,0.022900763,0,0.006218862,0,1
0.005353892,0.010587103,0.039048703,0.001649501,19.37563928,1
0,0.133333333,0,0.115470054,0,1
0.0625,0.005485893,0.122527147,0.001381215,2.783762687,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.002076495,0.024074074,0.028694598,0.003396202,87.75246899,1
0,0.170454545,0,0.07291526,0,1
0.011695906,0.033962264,0.030949223,0.019205532,1.406993534,1
0,0.005882353,0,0.015523011,0,1
0.008665511,0.04381161,0.046030684,0.00605485,58.26610388,1
0,0.035805627,0,0.027956645,0,1
0,0.137254902,0,0.030418417,0,1
0.030534351,0.017857143,0.068258988,0.003538607,1.456533242,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.184210526,0.2,0.332861924,0.042874646,12.41213395,1
0,0,0,0,0,1
0,0,0,0,0,1
0.002723083,0.01894452,0.0184553,0.003070832,17.75040243,1
0.012820513,0.01010101,0.030729433,0.003100374,2.88305969,1
0,0.009090909,0,0.019485553,0,1
0,0,0,0,0,1
0.003140007,0.024675325,0.02305823,0.004153698,6.151920045,1
0,0,0,0,0,1
0.013043478,0.054794521,0.025837119,0.015953357,2.863548613,1
0.16,0.25,0.293887343,0.114800386,5.727357016,1
0.021248163,0.062091503,0.041636621,0.004689282,72.78296328,1
0,0,0,0,0,1
0.126315789,0.08988764,0.225096742,0.021777598,11.5460718,1
0.011235955,0,0.027404404,0,0.988451274,1
0,0.086956522,0,0.012503066,0,1
0,0.054945055,0,0.049302377,0,1
0.189710611,0.27755102,0.335227273,0.036181475,29.39085737,1
0,0.127572016,0,0.021308746,0,1
0.058823529,0.02027027,0.133630621,0.010204082,0.424443559,1
0,0,0,0,0,1
0,0.017857143,0,0.00976086,0,1
0.0125,0,0.034752402,0,0.306273668,1
0,0,0,0,0,1
0.042081102,0.029520295,0.089329983,0.005793719,28.42785421,1
0,0,0,0,0,1
0.111111111,0.4,0.204124145,0.288675135,0.34733126,1
0.011355034,0.023480663,0.030383802,0.002896758,5.08917083,1
0,0.000775795,0,0.000185301,0,1
0,0,0,0,0,1
0,0.061728395,0,0.035407604,0,1
0,0.00591133,0,0.017163185,0,1
0,0.030927835,0,0.004514548,0,1
0,0.086419753,0,0.034299122,0,1
0,0.384615385,0,0.171802033,0,1
0,0.058823529,0,0.016381722,0,1
0,0,0,0,0,1
0.052739375,0.063545151,0.114250805,0.010226697,58.12769425,1
0,0,0,0,0,1
0,0.051282051,0,0.108147614,0,1
0.123076923,0.110576923,0.230940108,0.020221142,6.475295048,1
0,0.023255814,0,0.010370555,0,1
0.010989011,0.068421053,0.093890505,0.012998778,1.880172822,1
0,0.025641026,0,0.009820928,0,1
0,0.033639144,0,0.003252096,0,1
0,0,0,0,0,1
0.014492754,0.02173913,0.043923642,0.005054895,6.403493598,1
0,0,0,0,0,1
0,0.058823529,0,0.048112522,0,1
0.165975104,0.243797195,0.294244943,0.021739021,17.62057867,1
0,0,0,0,0,1
0,0,0,0,0,1
0.169230769,0.289473684,0.293150985,0.105700844,6.766537749,1
0,0.045454545,0,0.043033148,0,1
0.041916168,0.0625,0.103843395,0.026218378,5.868265735,1
0.004011848,0.018487395,0.039563063,0.003345738,58.3130084,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.01369863,0,0.007791367,0,1
0,0.156756757,0,0.032177107,0,1
0.034883721,0,0.074124932,0,0.970887933,1
0,0.025,0,0.080064077,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0.010577214,0.043902439,0.02127129,0.011317774,57.35430786,1
0.126865672,0.186781609,0.2339548,0.020189408,15.98854997,1
0,0.05,0,0.007004438,0,1
0,0.09352518,0,0.021872972,0,1
0,0.356521739,0,0.070557954,0,1
0,0.003337041,0,0.000734328,0,1
0,0.214374226,0,0.017484606,0,1
0,0,0,0,0,1
0,0.142857143,0,0.204124145,0,1
0,0.142857143,0,0.029646353,0,1
0,0.033333333,0,0.020619652,0,1
0.00193662,0.011689692,0.024379519,0.002639136,4.858556721,1
0,0,0,0,0,1
0.016741071,0.065868263,0.073699619,0.012074178,8.880815357,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.132762313,0,0.020172444,0,1
0,0.044117647,0,0.013029201,0,1
0,0.141509434,0,0.052414242,0,1
0,0.015384615,0,0.004949707,0,1
0,0.031707317,0,0.004893452,0,1
0,0.02020202,0,0.025923792,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.007633588,0,0.002016129,0,1
0,0.013377926,0,0.00861461,0,1
0.012793177,0.018876019,0.031040931,0.002131163,4.429244535,1
0,0.00625,0,0.019952172,0,1
0,0.082437276,0,0.011775841,0,1
0,0.100704935,0,0.016440649,0,1
0.01050175,0.021634615,0.02307351,0.002758925,3.438234076,1
0,0,0,0,0,1
0.010764662,0.030487805,0.023648386,0.009315009,11.98763124,1
0,0.034965035,0,0.009257085,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.15,0,0.092198646,0,1
0,0.076923077,0,0.102062073,0,1
0.097647059,0.239130435,0.218381735,0.067073171,78.67519932,1
0,0,0,0,0,1
0,0.035502959,0,0.006800064,0,1
0,0.005128205,0,0.011355025,0,1
0,0.044444444,0,0.076249285,0,1
0.003669725,0.097560976,0.044808572,0.035471923,3.27130764,1
0.002198492,0.007936508,0.02593233,0.002819405,2.598202063,1
0,0.128284389,0,0.011480442,0,1
0,0.01010101,0,0.033844872,0,1
0,0.052631579,0,0.080845208,0,1
0,0.056561086,0,0.006643509,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0.058608059,0,0.015445426,0,1
0.003098716,0.029739777,0.008024484,0.004519385,5.10454613,1
0,0,0,0,0,1
0,0.008298755,0,0.025928149,0,1
0,0,0,0,0,1
0,0.75,0,0.27136021,0,1
0,0.023668639,0,0.004581388,0,1
0,0.110671937,0,0.015455886,0,1
0,0.083764219,0,0.017085867,0,1
0,0,0,0,0,1
0,0.266666667,0,0.184900065,0,1
0,0,0,0,0,1
0.013184815,0.038306452,0.040040299,0.004827595,22.73929702,1
